"","namePlayerBREF","urlPlayerBioBREF"
"1","Amir Johnson","https://www.basketball-reference.com/players/j/johnsam01.html"
"2","Andray Blatche","https://www.basketball-reference.com/players/b/blatcan01.html"
"3","Andrew Bogut","https://www.basketball-reference.com/players/b/bogutan01.html"
"4","Andrew Bynum","https://www.basketball-reference.com/players/b/bynuman01.html"
"5","Brandon Bass","https://www.basketball-reference.com/players/b/bassbr01.html"
"6","C.J. Miles","https://www.basketball-reference.com/players/m/milescj01.html"
"7","Channing Frye","https://www.basketball-reference.com/players/f/fryech01.html"
"8","Charlie Villanueva","https://www.basketball-reference.com/players/v/villach01.html"
"9","Chris Paul","https://www.basketball-reference.com/players/p/paulch01.html"
"10","Danny Granger","https://www.basketball-reference.com/players/g/grangda01.html"
"11","David Lee","https://www.basketball-reference.com/players/l/leeda02.html"
"12","Deron Williams","https://www.basketball-reference.com/players/w/willide01.html"
"13","Francisco Garcia","https://www.basketball-reference.com/players/g/garcifr01.html"
"14","Gerald Green","https://www.basketball-reference.com/players/g/greenge01.html"
"15","Hakim Warrick","https://www.basketball-reference.com/players/w/warriha01.html"
"16","Ian Mahinmi","https://www.basketball-reference.com/players/m/mahinia01.html"
"17","Jarrett Jack","https://www.basketball-reference.com/players/j/jackja01.html"
"18","Jason Maxiell","https://www.basketball-reference.com/players/m/maxieja01.html"
"19","Linas Kleiza","https://www.basketball-reference.com/players/k/kleizli01.html"
"20","Lou Williams","https://www.basketball-reference.com/players/w/willilo02.html"
"21","Luther Head","https://www.basketball-reference.com/players/h/headlu01.html"
"22","Marcin Gortat","https://www.basketball-reference.com/players/g/gortama01.html"
"23","Martell Webster","https://www.basketball-reference.com/players/w/webstma02.html"
"24","Marvin Williams","https://www.basketball-reference.com/players/w/willima02.html"
"25","Monta Ellis","https://www.basketball-reference.com/players/e/ellismo01.html"
"26","Nate Robinson","https://www.basketball-reference.com/players/r/robinna01.html"
"27","Raymond Felton","https://www.basketball-reference.com/players/f/feltora01.html"
"28","Ronny Turiaf","https://www.basketball-reference.com/players/t/turiaro01.html"
"29","Ryan Gomes","https://www.basketball-reference.com/players/g/gomesry01.html"
