"","Player","BREF","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"13","Mike Bibby","https://www.basketball-reference.com/players/b/bibbymi01.html",381,36.3643044619423,6.51128608923885,14.9220472440945,0.437643044619423,1.81469816272966,4.8994750656168,0.379556430446194,4.6750656167979,10.0650918635171,0.465456692913386,0.498887139107612,3.71207349081365,4.50971128608924,0.823787401574803,0.66246719160105,2.6753280839895,3.31627296587927,5.51443569553806,1.27690288713911,0.184514435695538,2.34199475065617,1.95459317585302,18.5923884514436
"14","Pat Garrity","https://www.basketball-reference.com/players/g/garripa01.html",358,23.9857541899441,3.36396648044693,7.94581005586592,0.42763407821229,1.44860335195531,3.46843575418994,0.411164804469274,1.95949720670391,4.45614525139665,0.434036312849162,0.512796089385475,0.976536312849162,1.22178770949721,0.80159217877095,0.766480446927374,2.4391061452514,3.19525139664804,0.970949720670391,0.579329608938547,0.233798882681564,0.90195530726257,2.75279329608939,9.15167597765363
"15","Paul Pierce","https://www.basketball-reference.com/players/p/piercpa01.html",402,38.6532338308458,7.99427860696517,18.3435323383085,0.437281094527363,1.64402985074627,4.72363184079602,0.346298507462687,6.37064676616915,13.6002487562189,0.467380597014925,0.482415422885572,6.99129353233831,8.70646766169154,0.804995024875622,1.03905472636816,5.77935323383085,6.79850746268657,4.31268656716418,1.66119402985075,0.681094527363184,3.31417910447761,2.92114427860697,24.6634328358209
"16","Raef LaFrentz","https://www.basketball-reference.com/players/l/lafrera01.html",300,31.358,5.216,11.34,0.46102,1.004,2.655,0.37412,4.212,8.685,0.48518,0.50439,1.834,2.678,0.69079,2.24,5.433,7.647,1.206,0.581,2.538,1.184,3.576,13.297
"17","Rafer Alston","https://www.basketball-reference.com/players/a/alstora01.html",376,35.0159574468085,4.63005319148936,11.8912234042553,0.389755319148936,1.8125,5.26090425531915,0.348210106382979,2.79574468085106,6.68936170212766,0.42026329787234,0.466593085106383,1.79308510638298,2.47287234042553,0.727776595744681,0.454787234042553,3.02287234042553,3.43909574468085,5.79042553191489,1.47872340425532,0.136436170212766,2.12526595744681,2.35984042553191,12.9234042553191
"18","Rashard Lewis","https://www.basketball-reference.com/players/l/lewisra02.html",369,37.5609756097561,6.86449864498645,15.0048780487805,0.456433604336043,2.46287262872629,6.21544715447154,0.396325203252033,4.40162601626016,8.76829268292683,0.497807588075881,0.539520325203252,3.45528455284553,4.22439024390244,0.82209485094851,1.34878048780488,4.24742547425474,5.5940379403794,2.210027100271,1.14281842818428,0.652032520325203,1.83414634146341,2.42682926829268,19.620054200542
"19","Ricky Davis","https://www.basketball-reference.com/players/d/davisri01.html",319,38.0366771159875,6.75297805642633,14.8376175548589,0.455877742946708,1.0141065830721,3.05579937304075,0.335746081504702,5.72633228840125,11.7931034482759,0.48551724137931,0.491131661442006,3.38808777429467,4.14764890282132,0.812103448275862,0.789655172413793,3.18369905956113,3.97335423197492,4.47648902821317,1.12351097178683,0.251097178683386,2.62319749216301,2.31630094043887,17.9222570532915
"20","Robert Traylor","https://www.basketball-reference.com/players/t/traylro01.html",293,13.5481228668942,1.75733788395904,3.69283276450512,0.472887372013652,0,0.0150170648464164,0.286610921501706,1.75733788395904,3.6778156996587,0.476477815699659,0.473982935153584,0.924232081911263,1.56825938566553,0.599955631399317,1.46860068259386,2.10819112627986,3.57679180887372,0.713651877133106,0.655972696245734,0.746075085324232,0.909215017064846,2.40341296928328,4.47747440273038
"21","Ruben Patterson","https://www.basketball-reference.com/players/p/patteru01.html",293,27.4863481228669,4.96006825938567,9.32901023890785,0.527511945392491,0,0.24778156996587,0.0962696245733788,4.90853242320819,9.12081911262799,0.538901023890785,0.528723549488055,2.80341296928328,4.53993174061433,0.611252559726962,1.87440273037543,2.2221843003413,4.08122866894198,2.14607508532423,1.26552901023891,0.3,2.18498293515358,2.37610921501707,12.6894197952218
"22","Ryan Bowen","https://www.basketball-reference.com/players/b/bowenry01.html",312,14.6663461538462,1.3525641025641,2.82115384615385,0.469471153846154,0.0182692307692308,0.158974358974359,0.267554487179487,1.29038461538462,2.66217948717949,0.480801282051282,0.476708333333333,0.546153846153846,0.803846153846154,0.684012820512821,1.18878205128205,1.25416666666667,2.44423076923077,0.568589743589744,0.745512820512821,0.32724358974359,0.403525641025641,1.61217948717949,3.29070512820513
"23","Shammond Williams","https://www.basketball-reference.com/players/w/willish01.html",275,20.3658181818182,2.51636363636364,6.23563636363636,0.409745454545455,1.01672727272727,2.63345454545455,0.38488,1.51781818181818,3.60218181818182,0.430181818181818,0.489054545454545,0.968727272727273,1.23636363636364,0.802712727272727,0.341454545454545,1.58290909090909,1.97090909090909,2.94036363636364,0.738181818181818,0.0818181818181818,1.27272727272727,1.44181818181818,7.052
"24","Tyronn Lue","https://www.basketball-reference.com/players/l/luety01.html",247,27.2890688259109,4.04655870445344,9.11538461538461,0.442364372469636,0.898785425101215,2.41214574898785,0.374388663967611,3.12712550607287,6.6834008097166,0.466291497975709,0.493546558704453,2.20647773279352,2.5668016194332,0.859676113360324,0.246153846153846,1.70607287449393,1.95425101214575,4.06923076923077,0.468825910931174,0.0206477732793522,1.50566801619433,2.21417004048583,11.2182186234818
"25","Vince Carter","https://www.basketball-reference.com/players/c/cartevi01.html",374,37.8318181818182,8.37620320855615,18.6660427807487,0.446919786096257,1.71470588235294,4.59919786096257,0.370379679144385,6.66149732620321,14.0820855614973,0.47251871657754,0.492577540106952,5.20294117647059,6.40534759358289,0.809705882352941,1.37673796791444,4.37326203208556,5.75,4.71871657754011,1.15909090909091,0.51524064171123,2.47352941176471,3.10882352941176,23.605614973262
"26","Rasho Nesterovic","https://www.basketball-reference.com/players/n/nestera01.html",391,26.1002557544757,3.65319693094629,7.3613810741688,0.49286189258312,0,0,0,3.65319693094629,7.3613810741688,0.493882352941176,0.49286189258312,0.485933503836317,0.872122762148338,0.547340153452685,2.27953964194373,3.91969309462916,6.23759590792839,1.0386189258312,0.462148337595908,1.51687979539642,1.08158567774936,3.01918158567775,7.76879795396419
