"","Player","BREF","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1","Al Harrington","https://www.basketball-reference.com/players/h/harrial01.html",298,35.1060402684564,6.70402684563758,14.6765100671141,0.456147651006711,1.11342281879195,2.86644295302013,0.36351677852349,5.55436241610738,11.796644295302,0.470174496644295,0.495852348993289,2.75503355704698,3.9758389261745,0.689590604026846,1.92751677852349,4.66912751677852,6.64832214765101,2.48993288590604,1.00335570469799,0.252348993288591,2.49530201342282,3.64563758389262,17.255033557047
"2","Antawn Jamison","https://www.basketball-reference.com/players/j/jamisan01.html",380,38.695,7.82184210526316,17.5771052631579,0.446873684210526,1.54605263157895,4.28736842105263,0.358389473684211,6.29736842105263,13.3105263157895,0.475328947368421,0.490734210526316,3.50947368421053,4.71184210526316,0.748042105263158,2.28394736842105,6.59210526315789,8.85815789473684,1.88842105263158,1.10921052631579,0.296578947368421,1.55815789473684,2.50105263157895,20.7594736842105
"3","Bonzi Wells","https://www.basketball-reference.com/players/w/wellsbo01.html",309,29.1572815533981,5.63430420711974,12.2284789644013,0.464585760517799,0.459546925566343,1.3915857605178,0.324948220064725,5.1546925566343,10.8326860841424,0.480472491909385,0.48288996763754,2.44239482200647,3.40097087378641,0.722042071197411,1.41067961165049,3.51423948220065,4.94919093851133,2.70744336569579,1.42912621359223,0.271521035598705,2.50258899676375,2.78090614886731,14.2223300970874
"4","Cuttino Mobley","https://www.basketball-reference.com/players/m/moblecu01.html",372,39.7384408602151,6.59784946236559,15.2005376344086,0.433784946236559,1.78548387096774,4.61989247311828,0.38522311827957,4.79112903225806,10.6217741935484,0.452836021505376,0.493110215053763,3.34220430107527,4.00564516129032,0.833825268817204,0.840591397849462,3.47096774193548,4.29032258064516,2.76263440860215,1.26182795698925,0.436021505376344,2.2241935483871,2.33494623655914,18.3413978494624
"5","Dirk Nowitzki","https://www.basketball-reference.com/players/n/nowitdi01.html",395,37.3518987341772,8.85088607594937,18.4420253164557,0.47979746835443,1.06075949367089,2.67974683544304,0.387792405063291,7.79012658227848,15.7622784810127,0.495562025316456,0.508367088607595,6.63670886075949,7.47443037974683,0.888729113924051,1.29949367088608,7.59848101265823,8.91746835443038,3.03215189873418,0.819240506329114,0.99873417721519,2.05746835443038,2.35544303797468,25.3779746835443
"6","Greg Buckner","https://www.basketball-reference.com/players/b/buckngr01.html",315,20.2622222222222,2.22285714285714,4.72222222222222,0.465390476190476,0.528888888888889,1.49968253968254,0.326692063492063,1.69396825396825,3.22253968253968,0.525492063492063,0.519320634920635,0.746349206349206,0.97968253968254,0.76612380952381,0.824444444444444,2.02380952380952,2.89365079365079,1.41396825396825,0.925714285714286,0.212063492063492,0.693015873015873,2.39904761904762,5.69079365079365
"7","Jason Williams","https://www.basketball-reference.com/players/w/willija02.html",343,30.8766763848396,4.4536443148688,11.1177842565598,0.405314868804665,1.77696793002915,5.29067055393586,0.334667638483965,2.69766763848397,5.78746355685131,0.471711370262391,0.485956268221574,1.23702623906706,1.55597667638484,0.82498250728863,0.265597667638484,2.12857142857143,2.3734693877551,6.78454810495627,1.24344023323615,0.1,2.17667638483965,1.51428571428571,11.9801749271137
"8","Keon Clark","https://www.basketball-reference.com/players/c/clarkke01.html",324,23.054012345679,3.58456790123457,7.23456790123457,0.496617283950617,0,0.05,0.03125,3.58456790123457,7.17037037037037,0.499651234567901,0.496867283950617,1.7358024691358,2.7358024691358,0.63637037037037,1.9,4.2,6.0891975308642,0.946604938271605,0.521604938271605,1.68117283950617,1.35401234567901,3.0283950617284,8.92993827160494
"9","Larry Hughes","https://www.basketball-reference.com/players/h/hughela01.html",312,33.513141025641,6.00576923076923,14.2669871794872,0.422323717948718,0.630448717948718,2.2099358974359,0.275974358974359,5.35384615384615,12.0570512820513,0.445291666666667,0.443807692307692,3.65705128205128,4.74358974358974,0.759910256410256,1.2599358974359,3.64935897435897,4.93269230769231,3.78108974358974,1.81442307692308,0.389102564102564,2.42596153846154,2.44519230769231,16.2477564102564
"10","Maceo Baston","https://www.basketball-reference.com/players/b/bastoma01.html",74,8.38108108108108,0.963513513513514,1.63648648648649,0.607783783783784,0.0635135135135135,0.0635135135135135,0.272472972972973,0.963513513513514,1.57297297297297,0.6265,0.619851351351351,0.727027027027027,1,0.729716216216216,0.545945945945946,1.1,1.70945945945946,0.3,0.263513513513513,0.4,0.590540540540541,1.4,2.75405405405405
"11","Matt Harpring","https://www.basketball-reference.com/players/h/harprma01.html",339,31.7510324483776,5.44041297935103,11.2029498525074,0.482793510324484,0.348082595870207,1.04159292035398,0.313070796460177,5.05545722713864,10.194395280236,0.497026548672566,0.497091445427729,2.96371681415929,3.91976401179941,0.75352802359882,2.45073746312684,3.97935103244838,6.4622418879056,1.59203539823009,0.860766961651917,0.166961651917404,1.76283185840708,2.86607669616519,14.1896755162242
"12","Michael Dickerson","https://www.basketball-reference.com/players/d/dickemi01.html",212,35.3235849056604,5.77830188679245,13.3254716981132,0.433707547169811,1.36415094339623,3.37264150943396,0.401301886792453,4.3811320754717,9.93962264150943,0.445264150943396,0.487830188679245,2.49339622641509,3.21603773584906,0.767698113207547,0.855660377358491,2.05188679245283,2.89056603773585,2.58490566037736,0.994339622641509,0.383962264150943,1.90566037735849,2.6311320754717,15.3320754716981
