"","namePlayerBREF","urlPlayerBioBREF"
"1","Boris Diaw","https://www.basketball-reference.com/players/d/diawbo01.html"
"2","Carlos Delfino","https://www.basketball-reference.com/players/d/delfica01.html"
"3","Carmelo Anthony","https://www.basketball-reference.com/players/a/anthoca01.html"
"4","Chris Bosh","https://www.basketball-reference.com/players/b/boshch01.html"
"5","Chris Kaman","https://www.basketball-reference.com/players/k/kamanch01.html"
"6","Dahntay Jones","https://www.basketball-reference.com/players/j/jonesda02.html"
"7","David West","https://www.basketball-reference.com/players/w/westda01.html"
"8","Dwyane Wade","https://www.basketball-reference.com/players/w/wadedw01.html"
"9","James Jones","https://www.basketball-reference.com/players/j/jonesja02.html"
"10","Jarvis Hayes","https://www.basketball-reference.com/players/h/hayesja01.html"
"11","Jason Kapono","https://www.basketball-reference.com/players/k/kaponja01.html"
"12","Josh Howard","https://www.basketball-reference.com/players/h/howarjo01.html"
"13","Keith Bogans","https://www.basketball-reference.com/players/b/boganke01.html"
"14","Kendrick Perkins","https://www.basketball-reference.com/players/p/perkike01.html"
"15","Kirk Hinrich","https://www.basketball-reference.com/players/h/hinriki01.html"
"16","Kyle Korver","https://www.basketball-reference.com/players/k/korveky01.html"
"17","Leandro Barbosa","https://www.basketball-reference.com/players/b/barbole01.html"
"18","LeBron James","https://www.basketball-reference.com/players/j/jamesle01.html"
"19","Luke Ridnour","https://www.basketball-reference.com/players/r/ridnolu01.html"
"20","Luke Walton","https://www.basketball-reference.com/players/w/waltolu01.html"
"21","Matt Bonner","https://www.basketball-reference.com/players/b/bonnema01.html"
"22","Mickael Pietrus","https://www.basketball-reference.com/players/p/pietrmi01.html"
"23","Mo Williams","https://www.basketball-reference.com/players/w/willima01.html"
"24","Nick Collison","https://www.basketball-reference.com/players/c/collini01.html"
"25","Steve Blake","https://www.basketball-reference.com/players/b/blakest01.html"
"26","T.J. Ford","https://www.basketball-reference.com/players/f/fordtj01.html"
"27","Travis Outlaw","https://www.basketball-reference.com/players/o/outlatr01.html"
"28","Willie Green","https://www.basketball-reference.com/players/g/greenwi01.html"
"29","Zaza Pachulia","https://www.basketball-reference.com/players/p/pachuza01.html"
