"","pk","Player","Yr","Yrs","allstar","allstar.pred","PC1","PC2"
"76",16,"Anthony Parker",1997,9,0,-0.0652457450953977,-0.934413740155996,-2.43071718149502
"77",17,"Tony Battie",1997,14,0,-0.0573582083783244,-1.68075778611393,3.97855688007815
"78",18,"Kelvin Cato",1997,10,0,-0.0466214182635212,-2.27589336073434,4.90149464083156
"79",19,"Austin Croshere",1997,12,0,-0.0464576634637287,-2.28427100393715,-1.51375992852109
"80",20,"Scot Pollard",1997,11,0,-0.0378277798578313,-2.71953584608254,4.17088996870287
"81",21,"Anthony Johnson",1997,13,0,-0.0356503151191332,-2.82981373405167,-2.43717576202044
"82",22,"Marc Jackson",1997,7,0,-0.03252373302952,-2.99027459415338,0.462799208919226
"83",23,"Tariq Abdul-Wahad",1997,6,0,-0.0269894613358597,-3.28404007791039,-0.383912667205061
"84",24,"Adonal Foyle",1997,12,0,-0.0203076244422161,-3.66404708635988,4.74037974952763
"85",25,"Jacque Vaughn",1997,12,0,-0.0175027234476626,-3.83478538858185,-2.25871514534402
"86",26,"Predrag Drobnjak",1997,4,0,-0.0163456704580552,-3.90756562002927,-0.998167514527879
"87",27,"Cedric Henderson",1997,5,0,-0.0141629118292002,-4.04900814589465,-0.261541158090843
"88",28,"Chris Crawford",1997,7,0,-0.00685853742146747,-4.5686971945348,-1.16425792860764
"89",29,"Eric Washington",1997,2,0,0.00213151126243427,-5.33329343645318,-2.31992522693997
"90",30,"John Thomas",1997,5,0,0.0211437649921145,-7.3971157984006,3.24997582685558
"91",1,"Dirk Nowitzki",1998,21,13,12.0858522827942,12.1581166572362,0.494817628370201
"92",2,"Paul Pierce",1998,19,10,9.62864179679644,10.6936784378765,-1.77238011790206
"93",3,"Vince Carter",1998,22,8,6.8954900431047,9.01946499370021,-1.92345655198547
"94",4,"Antawn Jamison",1998,16,2,3.38918438191305,6.58314110719513,0.406765649717526
"95",5,"Rashard Lewis",1998,16,2,2.06738729296025,5.386998875174,-1.57342970766157
"96",6,"Mike Bibby",1998,14,0,1.78144922474604,5.07584849653499,-4.03680973200185
"97",7,"Cuttino Mobley",1998,11,0,0.843831938441172,3.75963699600488,-2.99045440771463
"98",8,"Al Harrington",1998,16,0,0.627486603391789,3.33606717907042,0.276883817147927
"99",9,"Ricky Davis",1998,12,0,0.449628442477173,2.9166146965764,-2.19435572397027
"100",10,"Larry Hughes",1998,13,0,0.449123272466793,2.91528561783279,-1.84931267374275
"101",11,"Matt Harpring",1998,11,0,0.0981258037637023,1.62577965320956,1.32571933236605
"102",12,"Bonzi Wells",1998,10,0,0.0686283915307635,1.44670454267063,0.0166870271785463
"103",13,"Raef LaFrentz",1998,10,0,0.0614734469960094,1.39934251186763,2.54842770115249
"104",14,"Jason Williams",1998,12,0,0.0353341362721575,1.20941905265952,-4.95378695736689
"105",15,"Rafer Alston",1998,11,0,0.0180727991913769,1.06535157049444,-4.24795145772672
"106",16,"Ruben Patterson",1998,10,0,-0.00550643724189115,0.832807259322284,2.64098926429511
"107",17,"Michael Dickerson",1998,5,0,-0.0518216898311548,0.07476331753775,-2.69586606399212
"108",18,"Rasho Nesterovic",1998,12,0,-0.0626691804327825,-1.28642875351254,4.73681644686236
"109",19,"Nazr Mohammed",1998,18,0,-0.0613032547982337,-1.40422825696075,4.58622320687047
"110",20,"Tyronn Lue",1998,11,0,-0.0604071936636661,-1.47331390652314,-3.01270310628862
"111",21,"Keon Clark",1998,6,0,-0.0600893379012498,-1.49668785334853,4.37429076520911
"112",22,"Pat Garrity",1998,10,0,-0.0382145439949125,-2.70003681268728,-2.12654628980485
"113",23,"Brian Skinner",1998,14,0,-0.0266791921844668,-3.30098737856603,4.10332275825051
"114",24,"Greg Buckner",1998,10,0,-0.0257789908955406,-3.35050902187778,-0.305701348911133
"115",25,"Jahidi White",1998,7,0,-0.0223683232228803,-3.54320816923933,5.35876172179242
"116",26,"Shammond Williams",1998,7,0,-0.0159704359961312,-3.93148929575352,-3.35164226778502
"117",27,"Robert Traylor",1998,7,0,-0.00760114531498468,-4.51216830298249,2.21196345606731
"118",28,"Michael Doleac",1998,10,0,-0.00753457841901195,-4.5171997092168,0.410066452199934
"119",29,"Ryan Bowen",1998,10,0,0.00344553922573776,-5.4583726371335,0.583042836941783
"120",30,"Jerome James",1998,9,0,0.00651624898848624,-5.76390249082758,3.42617393217274
"121",1,"Shawn Marion",1999,16,4,6.08773573204254,8.50206704778897,1.98312284628139
"122",2,"Elton Brand",1999,17,2,5.73809899800302,8.27292214285946,4.89804575698576
"123",3,"Steve Francis",1999,9,3,3.27681087347447,6.49174835154753,-2.12138021967523
"124",4,"Baron Davis",1999,13,2,3.09653905385047,6.34206139826042,-3.85681240212813
"125",5,"Andre Miller",1999,17,0,2.74669705230986,6.03915320979278,-1.93735135775259
"126",6,"Lamar Odom",1999,14,0,2.53060323369182,5.84227859091641,2.08485406573326
"127",7,"Jason Terry",1999,19,0,2.24419814328258,5.56693912213077,-3.92522829864512
"128",8,"Manu Ginobili",1999,16,2,2.18408162405199,5.5067017047265,-2.67288239493414
"129",9,"Corey Maggette",1999,14,0,1.6134694887241,4.87876232403923,-0.73273053585857
"130",10,"Metta World Peace",1999,17,1,1.40192939600928,4.61170460848487,-1.6002036369379
"131",11,"Richard Hamilton",1999,14,3,1.23271250808892,4.37957260570603,-2.11403172837794
"132",12,"Andrei Kirilenko",1999,13,1,1.23190726392295,4.37842045193511,1.41367476653615
"133",13,"Wally Szczerbiak",1999,10,1,0.38153307289754,2.73016486268624,-1.45053507254973
"134",14,"James Posey",1999,12,0,0.0197501121455721,1.08015902645505,-1.36743832982058
"135",15,"Kenny Thomas",1999,11,0,0.0158996290170035,1.04587171839455,2.53656587421869
"136",16,"Jeff Foster",1999,13,0,-0.0645424333074001,-1.07171226762307,5.33895317766241
"137",17,"Gordan Giricek",1999,6,0,-0.0468432921497458,-2.26452393542564,-2.20177270706055
"138",18,"Jumaine Jones",1999,8,0,-0.0387236757970635,-2.67440157124666,-0.533858250139768
"139",19,"Dion Glover",1999,6,0,-0.0289594903540573,-3.17771843573106,-1.82820977570595
"140",20,"Devean George",1999,11,0,-0.026499021806785,-3.3108641423199,-1.36943894837678
"141",21,"Lee Nailon",1999,6,0,-0.0226275263016815,-3.5282636499295,0.701679860385052
"142",22,"Vonteego Cummings",1999,3,0,-0.00573838505200897,-4.65573594928989,-2.85710293644745
"143",23,"Calvin Booth",1999,10,0,-0.00553320149701575,-4.67192094339277,2.04904630731563
"144",24,"Scott Padgett",1999,8,0,-0.00548565435598136,-4.67568468954993,-1.21045598912288
"145",25,"Francisco Elson",1999,9,0,-0.00314332658015837,-4.86598923671103,1.81163485067773
"146",26,"Jonathan Bender",1999,8,0,-0.00111327301668207,-5.03931314459366,-1.14445822377824
"147",27,"Rodney Buford",1999,5,0,0.00332144737998052,-5.44640909222917,-1.75266636430624
"148",28,"Trajan Langdon",1999,3,0,0.00411479011494142,-5.52339774929285,-3.36214945626897
"149",29,"Michael Ruffin",1999,9,0,0.0199489154166916,-7.25799848777721,2.68177203093919
"150",30,"Quincy Lewis",1999,4,0,0.0219703174656609,-7.49351104272597,-1.76059749933546
"151",1,"Michael Redd",2000,12,1,1.93220567830835,5.24331964353142,-2.6859599969389
"152",2,"Jamal Crawford",2000,19,0,1.16772534723777,4.28523729210222,-4.80437967788485
"153",3,"Kenyon Martin",2000,15,1,0.611669200410722,3.30188022817267,2.98014213212129
"154",4,"Hedo Turkoglu",2000,15,0,0.495818083919082,3.03379892129722,-2.25037729367692
"155",5,"Mike Miller",2000,17,0,0.377306159584228,2.71796577146843,-1.10992978913903
"156",6,"Desmond Mason",2000,10,0,0.0177109953335359,1.06213185608963,0.238151244144176
"157",7,"Morris Peterson",2000,11,0,-0.0332452791178346,0.464248576719475,-2.34809053449694
"158",8,"Quentin Richardson",2000,13,0,-0.0509765793628848,0.0980622903710888,-1.76701096927286
"159",9,"Jamaal Magloire",2000,12,1,-0.0611308474736255,-0.27701017663284,4.90907161312272
"160",10,"Speedy Claxton",2000,7,0,-0.0642535437922461,-0.509503582281098,-2.09495290053922
"161",11,"Darius Miles",2000,7,0,-0.0654933870547969,-0.787097267359623,1.79701793775667
"162",12,"Stromile Swift",2000,9,0,-0.0619885795693332,-1.34743847850684,2.91680220741445
"163",13,"Marko Jaric",2000,7,0,-0.0514142586117509,-2.02454463749306,-2.56622846675187
"164",14,"DeShawn Stevenson",2000,13,0,-0.0506213439762496,-2.06716431154578,-2.02863209479506
"165",15,"Joel Przybilla",2000,13,0,-0.0434126859933249,-2.43869888053855,6.99591254373658
"166",16,"Chris Mihm",2000,8,0,-0.0397468489026167,-2.62294995019071,3.3727552095037
"167",17,"Keyon Dooling",2000,13,0,-0.0364693881627433,-2.788218960176,-2.85812187056757
"168",18,"Eddie House",2000,11,0,-0.0343916111100613,-2.89404576571888,-3.71291090635024
"169",19,"Marcus Fizer",2000,6,0,-0.0314646268247333,-3.04539220777141,0.574894260345281
"170",20,"Eduardo Najera",2000,12,0,-0.0311235212419768,-3.06323889474807,1.56404895284311
"171",21,"Primoz Brezec",2000,8,0,-0.0303918510513886,-3.1017025709763,2.5305671430697
"172",22,"Etan Thomas",2000,9,0,-0.0259737900235484,-3.33974523848202,4.70646325410926
"173",23,"Brian Cardinal",2000,12,0,-0.0248100022130133,-3.40440891665729,-1.91326943529239
"174",24,"Courtney Alexander",2000,3,0,-0.0169653608840895,-3.86841017449481,-2.21125072690829
"175",25,"Jason Hart",2000,9,0,-0.016043811901184,-3.92680453878517,-2.06983400349398
"176",26,"DerMarr Johnson",2000,7,0,-0.00942371801976716,-4.37720699347882,-1.86286829951534
"177",27,"Donnell Harvey",2000,5,0,-0.00611581700974351,-4.62617276525603,2.15093624899651
"178",28,"Jake Voskuhl",2000,9,0,-0.00605382151192668,-4.63100537729291,2.3004885306461
"179",29,"Jake Tsakalidis",2000,7,0,-0.00351529349534419,-4.83509117811903,3.36046466499647
"180",30,"Mark Madsen",2000,9,0,0.0137579890188564,-6.54675341199459,2.11862090373311
"181",1,"Pau Gasol",2001,18,6,6.53097718160464,8.787805479337,4.00789229091751
"182",2,"Gilbert Arenas",2001,11,3,4.67667433367708,7.54977544060352,-4.05041961083868
"183",3,"Zach Randolph",2001,17,2,3.88611612112563,6.97199909365219,3.25759684406894
"184",4,"Joe Johnson",2001,17,7,3.67950582843835,6.81314582405594,-3.15600217455585
"185",5,"Tony Parker",2001,18,6,3.02017682607896,6.27741585677074,-1.75511188245185
"186",6,"Richard Jefferson",2001,17,0,1.89163834354062,5.19905190430984,-0.501106877336099
"187",7,"Jason Richardson",2001,13,0,1.83462324564798,5.13586073373509,-1.55612712010567
"188",8,"Gerald Wallace",2001,14,1,1.67341957967916,4.95047734182112,1.52497612376662
"189",9,"Tyson Chandler",2001,19,1,0.713835146312312,3.51424340177341,8.85483962082494
"190",10,"Mehmet Okur",2001,10,1,0.642834698308161,3.3687589668166,0.899619297697609
"191",11,"Eddy Curry",2001,11,0,0.204653340248028,2.13235757805178,1.36298673406692
"192",12,"Troy Murphy",2001,12,0,0.199245785368823,2.11031261316911,0.776721454124736
"193",13,"Shane Battier",2001,13,0,0.103356175097248,1.655205289404,-0.130907482016703
"194",14,"Samuel Dalembert",2001,13,0,-0.0138397979412306,0.73640950755656,6.12238453672617
"195",15,"Jamaal Tinsley",2001,11,0,-0.0404138457485068,0.336940076844792,-3.37349272199729
"196",16,"Bobby Simmons",2001,10,0,-0.0653154588781644,-0.913186824892673,-1.3314752580571
"197",17,"Vladimir Radmanovic",2001,12,0,-0.0652912931802055,-0.92093203621981,-1.98817279220734
"198",18,"Earl Watson",2001,13,0,-0.0651331849106903,-0.963374398460273,-2.87095466413522
"199",19,"Brendan Haywood",2001,13,0,-0.0558934203927798,-1.77079267633687,5.7691974311806
"200",20,"Kwame Brown",2001,12,0,-0.054796792965355,-1.8354660254653,3.64456697289731
"201",21,"Trenton Hassell",2001,9,0,-0.031181738130362,-3.06018994957101,-0.838750164307901
"202",22,"Eddie Griffin",2001,5,0,-0.0258374196372045,-3.34728467335636,-0.130593363549854
"203",23,"Jason Collins",2001,13,0,-0.0205305565974754,-3.65079955588887,0.893616707262628
"204",24,"Raul Lopez",2001,2,0,-0.0104200028507326,-4.30559748108353,-2.87330110230932
"205",25,"Jarron Collins",2001,10,0,-0.00939205927155895,-4.37951027241134,2.02135273156475
"206",26,"Rodney White",2001,4,0,-0.00198108686158238,-4.96423947456651,-1.66883291145706
"207",27,"Steven Hunter",2001,8,0,0.000200468556364353,-5.1557931636892,6.12569724086369
"208",28,"DeSagana Diop",2001,12,0,0.000600351511827579,-5.19192932474116,3.7656482756663
"209",29,"Brian Scalabrine",2001,11,0,0.00742030336113597,-5.85721497728428,-2.04073276943878
"210",30,"Loren Woods",2001,6,0,0.0192808445838435,-7.18035403165697,0.449428060343735
"211",1,"Amar'e Stoudemire",2002,14,6,5.12773295160764,7.86296515741229,4.76597786223165
"212",2,"Carlos Boozer",2002,13,2,3.53987198671584,6.70356856124435,5.42831165721502
"213",3,"Yao Ming",2002,8,8,3.36974453183707,6.56742668158634,4.46376957295335
"214",4,"Caron Butler",2002,14,2,1.49137521114579,4.72745717082231,-1.02615696604899
"215",5,"Nene Hilario",2002,17,0,0.8768349926577,3.81826125754781,5.18696470077834
"216",6,"Luis Scola",2002,10,0,0.338875607448058,2.60334277583594,2.82172100700035
"217",7,"Mike Dunleavy",2002,15,0,0.329445897931658,2.57409468742981,-1.2917151406508
"218",8,"Tayshaun Prince",2002,14,0,0.288805848166011,2.44227953013672,-0.755949281970502
"219",9,"John Salmons",2002,13,0,0.0893018393206348,1.57466454518894,-2.61770116343207
"220",10,"Drew Gooden",2002,14,0,0.0657339785003688,1.42775048548903,2.82212874533399
"221",11,"Matt Barnes",2002,14,0,-0.0543678775651806,-0.00125808065343939,-0.340357275102148
"222",12,"Chris Wilcox",2002,11,0,-0.0650653360304345,-0.624807835923313,4.46900707020267
"223",13,"Nenad Krstic",2002,7,0,-0.0644297383922413,-1.08826973841362,2.89138280088673
"224",14,"Ronald Murray",2002,8,0,-0.043801181890683,-2.41911034360028,-2.53793397385436
"225",15,"Rasual Butler",2002,13,0,-0.0430428298438929,-2.45732560310426,-2.42004026113206
"226",16,"Darius Songaila",2002,8,0,-0.0382742805960702,-2.69703117011365,1.15373192152944
"227",17,"Juan Dixon",2002,7,0,-0.035341732661219,-2.84551781469904,-2.94289218787355
"228",18,"Fred Jones",2002,7,0,-0.035097916402209,-2.85795315527767,-2.81644583705388
"229",19,"Dan Dickau",2002,6,0,-0.0279088604668056,-3.23414928736458,-3.65935234340149
"230",20,"Juan Carlos Navarro",2002,1,0,-0.0270186214608349,-3.28244883941379,-4.16689240683164
"231",21,"Jared Jeffries",2002,11,0,-0.0199152544950939,-3.68748130181985,1.385377892732
"232",22,"Roger Mason",2002,10,0,-0.0187058092378035,-3.76061324759439,-3.43390697077822
"233",23,"Dan Gadzuric",2002,10,0,-0.0159673090880643,-3.93169480423325,5.11372286338181
"234",24,"Bostjan Nachbar",2002,6,0,-0.0143612975728037,-4.03592067735874,-2.06046511878508
"235",25,"Jiri Welsch",2002,4,0,-0.00992895508031955,-4.34070771643781,-2.22238075334422
"236",26,"Melvin Ely",2002,9,0,-0.0041692885276452,-4.78138676921695,2.41500822309153
"237",27,"Kareem Rush",2002,7,0,-0.00376235398170865,-4.81471116351605,-3.22617418822506
"238",28,"Dajuan Wagner",2002,4,0,-0.00244490065812197,-4.92471883338921,-3.91755827189885
"239",29,"Casey Jacobsen",2002,4,0,-0.00156903917986484,-4.99970102077058,-2.74884933054989
"240",30,"Qyntel Woods",2002,4,0,0.0147858103511789,-6.66308771728865,0.0797413053205757
"241",1,"LeBron James",2003,17,16,18.2569259893384,15.9151780794464,-0.392973507452658
"242",2,"Dwyane Wade",2003,16,12,10.7262761234158,11.3487355163813,-0.938443229635806
"243",3,"Carmelo Anthony",2003,17,10,8.04790686307103,9.7362966640662,-0.200461676369693
"244",4,"Chris Bosh",2003,13,11,5.93580418564254,8.40293914034347,2.93368938144232
"245",5,"David West",2003,15,2,2.71946466491358,6.01478604361668,2.04450694825875
"246",6,"Mo Williams",2003,13,1,0.535321350138156,3.12901001374161,-3.73572235999536
"247",7,"Kirk Hinrich",2003,13,0,0.412383630496918,2.81685080427004,-3.85932537622115
"248",8,"Josh Howard",2003,10,1,0.37132313025018,2.70057693413634,0.203870794267047
"249",9,"Chris Kaman",2003,13,1,0.218171381890204,2.18619955472907,4.19246329069208
"250",10,"Boris Diaw",2003,14,0,0.211363838820494,2.15930519066621,0.437795485343067
"251",11,"Kyle Korver",2003,17,1,0.021325780521166,1.09389763500579,-2.88482874209585
"252",12,"T.J. Ford",2003,8,0,0.00204316140604854,0.912888790988494,-2.54621712615515
"253",13,"Leandro Barbosa",2003,14,0,-0.00662334436656509,0.820413384196066,-2.4659116096229
"254",14,"Luke Ridnour",2003,12,0,-0.029768589392305,0.519541059948182,-3.10588712100025
"255",15,"Zaza Pachulia",2003,16,0,-0.0596534193842042,-0.202262704836966,2.93737969893034
"256",16,"Nick Collison",2003,14,0,-0.0632314787333101,-0.41447378850219,4.42560720393218
"257",17,"Kendrick Perkins",2003,14,0,-0.0654201394395004,-0.87139696048364,6.54181337845087
"258",18,"Steve Blake",2003,13,0,-0.061655498757525,-1.37554493532076,-3.96147798825995
"259",19,"Carlos Delfino",2003,8,0,-0.0610924694544962,-1.42095429131571,-2.89424957515387
"260",20,"Travis Outlaw",2003,11,0,-0.0593258365511762,-1.55088842708188,-0.940486836238637
"261",21,"Mickael Pietrus",2003,10,0,-0.0478253982463282,-2.21394815401552,-0.422751561927525
"262",22,"Matt Bonner",2003,12,0,-0.0415736349539129,-2.53119968892303,-0.528709996286528
"263",23,"Willie Green",2003,12,0,-0.0407777526051468,-2.57117057349228,-2.01002993210945
"264",24,"Keith Bogans",2003,11,0,-0.0380905362081469,-2.70628705120437,-1.92387890696769
"265",25,"Luke Walton",2003,10,0,-0.0265708996181857,-3.30692351243901,-0.990781598146157
"266",26,"Jarvis Hayes",2003,7,0,-0.0252425674086066,-3.38026899136935,-2.08693679951893
"267",27,"James Jones",2003,14,0,-0.019257135140015,-3.72710011932922,-2.85676942493698
"268",28,"Jason Kapono",2003,9,0,-0.0168663260740259,-3.87463977052909,-2.5387018921902
"269",29,"Dahntay Jones",2003,13,0,-0.013326490999034,-4.1047371166557,-0.746074227568791
"270",30,"Sasha Pavlovic",2003,10,0,-0.000293271494445246,-5.11161356137487,-1.6382653904108
"271",1,"Dwight Howard",2004,16,8,8.76857360471612,10.1755548749646,9.8183462396595
"272",2,"Andre Iguodala",2004,16,1,3.14127674323288,6.37957633116817,-1.1539779181632
"273",3,"Al Jefferson",2004,14,0,2.46410045686532,5.77993195658332,4.84507359631468
"274",4,"Josh Smith",2004,13,0,2.0931747003844,5.41377644055756,2.58454957289859
"275",5,"Luol Deng",2004,15,2,1.34069627947467,4.52979698094328,0.432055027325969
"276",6,"Kevin Martin",2004,12,0,1.33732168214703,4.52521867185672,-2.85932669907034
"277",7,"Devin Harris",2004,15,1,0.671114847931358,3.42780086821073,-3.24277291399097
"278",8,"Emeka Okafor",2004,10,0,0.40406623542039,2.79386305894809,6.8764268667183
"279",9,"Ben Gordon",2004,11,0,0.320670681619404,2.54643523801631,-3.57361363053699
"280",10,"Trevor Ariza",2004,16,0,0.249006809974885,2.30279073275615,-2.27783662778588
"281",11,"Jameer Nelson",2004,14,1,0.192827948534152,2.08373743503975,-3.53149355417683
"282",12,"J.R. Smith",2004,15,0,0.142859000484013,1.85973696874766,-2.47713426151736
"283",13,"Anderson Varejao",2004,13,0,-0.0235739765703356,0.610091723190228,5.44124587389765
"284",14,"Beno Udrih",2004,13,0,-0.046759447295625,0.203356603210559,-2.01297333322477
"285",15,"Andris Biedrins",2004,10,0,-0.058394109835871,-0.146849621654024,8.3226918073558
"286",16,"Josh Childress",2004,8,0,-0.0598757883164079,-0.21275222858461,1.78664877081422
"287",17,"Delonte West",2004,8,0,-0.0638822277960122,-0.471255028470521,-2.34063842537978
"288",18,"Tony Allen",2004,14,0,-0.0640794472935422,-0.490891446499731,0.870410425610516
"289",19,"Kris Humphries",2004,13,0,-0.0652977626395748,-0.918903774248755,3.19771141016859
"290",20,"Dorell Wright",2004,11,0,-0.0623581256743398,-1.31497789248005,-2.24950780437925
"291",21,"Chris Duhon",2004,9,0,-0.0579175367692945,-1.64503841222978,-3.9542602863633
