"","namePlayerBREF","urlPlayerBioBREF"
"1","David Robinson","https://www.basketball-reference.com/players/r/robinda01.html"
"2","Devin Booker","https://www.basketball-reference.com/players/b/bookede01.html"
"3","Kevin Garnett","https://www.basketball-reference.com/players/g/garneke01.html"
"4","Lonzo Ball","https://www.basketball-reference.com/players/b/balllo01.html"
