"","namePlayerBREF","urlPlayerBioBREF"
"1","Alan Henderson","https://www.basketball-reference.com/players/h/hendeal01.html"
"2","Antonio McDyess","https://www.basketball-reference.com/players/m/mcdyean01.html"
"3","Bob Sura","https://www.basketball-reference.com/players/s/surabo01.html"
"4","Brent Barry","https://www.basketball-reference.com/players/b/barrybr01.html"
"5","Cory Alexander","https://www.basketball-reference.com/players/a/alexaco01.html"
"6","Damon Stoudamire","https://www.basketball-reference.com/players/s/stoudda01.html"
"7","Eric Snow","https://www.basketball-reference.com/players/s/snower01.html"
"8","Fred Hoiberg","https://www.basketball-reference.com/players/h/hoibefr01.html"
"9","Gary Trent","https://www.basketball-reference.com/players/t/trentga01.html"
"10","Gary Trent Jr.","https://www.basketball-reference.com/players/t/trentga02.html"
"11","Greg Ostertag","https://www.basketball-reference.com/players/o/ostergr01.html"
"12","Jerry Stackhouse","https://www.basketball-reference.com/players/s/stackje01.html"
"13","Joe Smith","https://www.basketball-reference.com/players/s/smithjo02.html"
"14","Kevin Garnett","https://www.basketball-reference.com/players/g/garneke01.html"
"15","Kurt Thomas","https://www.basketball-reference.com/players/t/thomaku01.html"
"16","Mario Bennett","https://www.basketball-reference.com/players/b/bennema01.html"
"17","Michael Finley","https://www.basketball-reference.com/players/f/finlemi01.html"
"18","Rasheed Wallace","https://www.basketball-reference.com/players/w/wallara01.html"
"19","Theo Ratliff","https://www.basketball-reference.com/players/r/ratlith01.html"
"20","Travis Best","https://www.basketball-reference.com/players/b/besttr01.html"
"21","Tyus Edney","https://www.basketball-reference.com/players/e/edneyty01.html"
