"","namePlayerBREF","urlPlayerBioBREF"
"1","Austin Daye","https://www.basketball-reference.com/players/d/dayeau01.html"
"2","Blake Griffin","https://www.basketball-reference.com/players/g/griffbl01.html"
"3","Brandon Jennings","https://www.basketball-reference.com/players/j/jennibr01.html"
"4","Chase Budinger","https://www.basketball-reference.com/players/b/budinch01.html"
"5","Danny Green","https://www.basketball-reference.com/players/g/greenda02.html"
"6","Dante Cunningham","https://www.basketball-reference.com/players/c/cunnida01.html"
"7","Darren Collison","https://www.basketball-reference.com/players/c/collida01.html"
"8","DeJuan Blair","https://www.basketball-reference.com/players/b/blairde01.html"
"9","DeMar DeRozan","https://www.basketball-reference.com/players/d/derozde01.html"
"10","DeMarre Carroll","https://www.basketball-reference.com/players/c/carrode01.html"
"11","Gerald Henderson","https://www.basketball-reference.com/players/h/hendege01.html"
"12","Gerald Henderson","https://www.basketball-reference.com/players/h/hendege02.html"
"13","James Harden","https://www.basketball-reference.com/players/h/hardeja01.html"
"14","James Johnson","https://www.basketball-reference.com/players/j/johnsja01.html"
"15","Jeff Teague","https://www.basketball-reference.com/players/t/teaguje01.html"
"16","Jodie Meeks","https://www.basketball-reference.com/players/m/meeksjo01.html"
"17","Jonas Jerebko","https://www.basketball-reference.com/players/j/jerebjo01.html"
"18","Jordan Hill","https://www.basketball-reference.com/players/h/hilljo01.html"
"19","Jrue Holiday","https://www.basketball-reference.com/players/h/holidjr01.html"
"20","Marcus Thornton","https://www.basketball-reference.com/players/t/thornma02.html"
"21","Marcus Thornton","https://www.basketball-reference.com/players/t/thornma01.html"
"22","Omri Casspi","https://www.basketball-reference.com/players/c/casspom01.html"
"23","Patrick Beverley","https://www.basketball-reference.com/players/b/beverpa01.html"
"24","Patty Mills","https://www.basketball-reference.com/players/m/millspa02.html"
"25","Ricky Rubio","https://www.basketball-reference.com/players/r/rubiori01.html"
"26","Stephen Curry","https://www.basketball-reference.com/players/c/curryst01.html"
"27","Taj Gibson","https://www.basketball-reference.com/players/g/gibsota01.html"
"28","Toney Douglas","https://www.basketball-reference.com/players/d/douglto01.html"
"29","Ty Lawson","https://www.basketball-reference.com/players/l/lawsoty01.html"
"30","Tyler Hansbrough","https://www.basketball-reference.com/players/h/hansbty01.html"
"31","Tyreke Evans","https://www.basketball-reference.com/players/e/evansty01.html"
"32","Wayne Ellington","https://www.basketball-reference.com/players/e/ellinwa01.html"
