"","namePlayerBREF","urlPlayerBioBREF"
"1","Andre Drummond","https://www.basketball-reference.com/players/d/drumman01.html"
"2","Andrew Nicholson","https://www.basketball-reference.com/players/n/nichoan01.html"
"3","Anthony Davis","https://www.basketball-reference.com/players/d/davisan02.html"
"4","Austin Rivers","https://www.basketball-reference.com/players/r/riverau01.html"
"5","Bradley Beal","https://www.basketball-reference.com/players/b/bealbr01.html"
"6","Damian Lillard","https://www.basketball-reference.com/players/l/lillada01.html"
"7","Darius Miller","https://www.basketball-reference.com/players/m/milleda01.html"
"8","Dion Waiters","https://www.basketball-reference.com/players/w/waitedi01.html"
"9","Draymond Green","https://www.basketball-reference.com/players/g/greendr01.html"
"10","Evan Fournier","https://www.basketball-reference.com/players/f/fournev01.html"
"11","Harrison Barnes","https://www.basketball-reference.com/players/b/barneha02.html"
"12","Jae Crowder","https://www.basketball-reference.com/players/c/crowdja01.html"
"13","Jared Sullinger","https://www.basketball-reference.com/players/s/sullija01.html"
"14","Jeremy Lamb","https://www.basketball-reference.com/players/l/lambje01.html"
"15","John Henson","https://www.basketball-reference.com/players/h/hensojo01.html"
"16","Kendall Marshall","https://www.basketball-reference.com/players/m/marshke01.html"
"17","Khris Middleton","https://www.basketball-reference.com/players/m/middlkh01.html"
"18","Kyle O'Quinn","https://www.basketball-reference.com/players/o/oquinky01.html"
"19","Maurice Harkless","https://www.basketball-reference.com/players/h/harklma01.html"
"20","Meyers Leonard","https://www.basketball-reference.com/players/l/leoname01.html"
"21","Michael Kidd-Gilchrist","https://www.basketball-reference.com/players/k/kiddgmi01.html"
"22","Mike Scott","https://www.basketball-reference.com/players/s/scottmi01.html"
"23","Quincy Acy","https://www.basketball-reference.com/players/a/acyqu01.html"
"24","Terrence Jones","https://www.basketball-reference.com/players/j/joneste01.html"
"25","Terrence Ross","https://www.basketball-reference.com/players/r/rosste01.html"
"26","Thomas Robinson","https://www.basketball-reference.com/players/r/robinth01.html"
"27","Tomas Satoransky","https://www.basketball-reference.com/players/s/satorto01.html"
"28","Tony Wroten","https://www.basketball-reference.com/players/w/wroteto01.html"
"29","Tyler Zeller","https://www.basketball-reference.com/players/z/zellety01.html"
"30","Will Barton","https://www.basketball-reference.com/players/b/bartowi01.html"
