"","namePlayerBREF","urlPlayerBioBREF"
"1","Andre Miller","https://www.basketball-reference.com/players/m/millean02.html"
"2","Andrei Kirilenko","https://www.basketball-reference.com/players/k/kirilan01.html"
"3","Baron Davis","https://www.basketball-reference.com/players/d/davisba01.html"
"4","Calvin Booth","https://www.basketball-reference.com/players/b/boothca01.html"
"5","Corey Maggette","https://www.basketball-reference.com/players/m/maggeco01.html"
"6","Devean George","https://www.basketball-reference.com/players/g/georgde01.html"
"7","Dion Glover","https://www.basketball-reference.com/players/g/glovedi01.html"
"8","Elton Brand","https://www.basketball-reference.com/players/b/brandel01.html"
"9","James Posey","https://www.basketball-reference.com/players/p/poseyja01.html"
"10","Jason Terry","https://www.basketball-reference.com/players/t/terryja01.html"
"11","Jeff Foster","https://www.basketball-reference.com/players/f/fosteje01.html"
"12","Jumaine Jones","https://www.basketball-reference.com/players/j/jonesju01.html"
"13","Kenny Thomas","https://www.basketball-reference.com/players/t/thomake01.html"
"14","Lamar Odom","https://www.basketball-reference.com/players/o/odomla01.html"
"15","Metta World Peace","https://www.basketball-reference.com/players/a/artesro01.html"
"16","Richard Hamilton","https://www.basketball-reference.com/players/h/hamilri01.html"
"17","Scott Padgett","https://www.basketball-reference.com/players/p/padgesc01.html"
"18","Shawn Marion","https://www.basketball-reference.com/players/m/mariosh01.html"
"19","Steve Francis","https://www.basketball-reference.com/players/f/francst01.html"
"20","Trajan Langdon","https://www.basketball-reference.com/players/l/langdtr01.html"
"21","Wally Szczerbiak","https://www.basketball-reference.com/players/s/szczewa02.html"
