"","namePlayerBREF","urlPlayerBioBREF"
"1","Alec Burks","https://www.basketball-reference.com/players/b/burksal01.html"
"2","Bismack Biyombo","https://www.basketball-reference.com/players/b/biyombi01.html"
"3","Brandon Knight","https://www.basketball-reference.com/players/k/knighbr03.html"
"4","Chandler Parsons","https://www.basketball-reference.com/players/p/parsoch01.html"
"5","Cory Joseph","https://www.basketball-reference.com/players/j/josepco01.html"
"6","Derrick Williams","https://www.basketball-reference.com/players/w/willide02.html"
"7","E'Twaun Moore","https://www.basketball-reference.com/players/m/mooreet01.html"
"8","Enes Kanter","https://www.basketball-reference.com/players/k/kanteen01.html"
"9","Iman Shumpert","https://www.basketball-reference.com/players/s/shumpim01.html"
"10","Isaiah Thomas","https://www.basketball-reference.com/players/t/thomais02.html"
"11","Jimmy Butler","https://www.basketball-reference.com/players/b/butleji01.html"
"12","Jon Leuer","https://www.basketball-reference.com/players/l/leuerjo01.html"
"13","Kawhi Leonard","https://www.basketball-reference.com/players/l/leonaka01.html"
"14","Kemba Walker","https://www.basketball-reference.com/players/w/walkeke02.html"
"15","Kenneth Faried","https://www.basketball-reference.com/players/f/farieke01.html"
"16","Klay Thompson","https://www.basketball-reference.com/players/t/thompkl01.html"
"17","Kyle Singler","https://www.basketball-reference.com/players/s/singlky01.html"
"18","Kyrie Irving","https://www.basketball-reference.com/players/i/irvinky01.html"
"19","Lavoy Allen","https://www.basketball-reference.com/players/a/allenla01.html"
"20","Marcus Morris","https://www.basketball-reference.com/players/m/morrima03.html"
"21","Markieff Morris","https://www.basketball-reference.com/players/m/morrima02.html"
"22","Norris Cole","https://www.basketball-reference.com/players/c/coleno01.html"
"23","Norris Coleman","https://www.basketball-reference.com/players/c/colemno01.html"
"24","Reggie Jackson","https://www.basketball-reference.com/players/j/jacksre01.html"
"25","Shelvin Mack","https://www.basketball-reference.com/players/m/macksh01.html"
"26","Tobias Harris","https://www.basketball-reference.com/players/h/harrito02.html"
"27","Tristan Thompson","https://www.basketball-reference.com/players/t/thomptr01.html"
