"","Player","Class","Pos","School","G","MP","TRB","AST","STL","BLK","TOV","PF","PTS","FG.","X2P.","X3P.","FT.","PPG","RPG","APG","SPG","BPG","PER","WS","BPM"
"1","Akoy Agau","SR","F","Louisville","19","110","38","3","1","4","9","18","31","0.308","0.308","0","0.714","1.6","2","0.2","0.1","0.2","12","0.3","0.8"
