"","namePlayerBREF","urlPlayerBioBREF"
"1","Aaron Holiday","https://www.basketball-reference.com/players/h/holidaa01.html"
"2","Anfernee Simons","https://www.basketball-reference.com/players/s/simonan01.html"
"3","Bruce Brown","https://www.basketball-reference.com/players/b/brownbr01.html"
"4","Chandler Hutchison","https://www.basketball-reference.com/players/h/hutchch01.html"
"5","Collin Sexton","https://www.basketball-reference.com/players/s/sextoco01.html"
"6","De'Anthony Melton","https://www.basketball-reference.com/players/m/meltode01.html"
"7","Deandre Ayton","https://www.basketball-reference.com/players/a/aytonde01.html"
"8","Devonte' Graham","https://www.basketball-reference.com/players/g/grahade01.html"
"9","Donte DiVincenzo","https://www.basketball-reference.com/players/d/divindo01.html"
"10","Hamidou Diallo","https://www.basketball-reference.com/players/d/diallha01.html"
"11","Jalen Brunson","https://www.basketball-reference.com/players/b/brunsja01.html"
"12","Jaren Jackson","https://www.basketball-reference.com/players/j/jacksja01.html"
"13","Jaren Jackson Jr.","https://www.basketball-reference.com/players/j/jacksja02.html"
"14","Jevon Carter","https://www.basketball-reference.com/players/c/carteje01.html"
"15","Josh Okogie","https://www.basketball-reference.com/players/o/okogijo01.html"
"16","Kevin Huerter","https://www.basketball-reference.com/players/h/huertke01.html"
"17","Kevin Knox","https://www.basketball-reference.com/players/k/knoxke01.html"
"18","Landry Shamet","https://www.basketball-reference.com/players/s/shamela01.html"
"19","Marvin Bagley III","https://www.basketball-reference.com/players/b/baglema01.html"
"20","Mikal Bridges","https://www.basketball-reference.com/players/b/bridgmi01.html"
"21","Miles Bridges","https://www.basketball-reference.com/players/b/bridgmi02.html"
"22","Omari Spellman","https://www.basketball-reference.com/players/s/spellom01.html"
"23","Rodions Kurucs","https://www.basketball-reference.com/players/k/kurucro01.html"
"24","Shai Gilgeous-Alexander","https://www.basketball-reference.com/players/g/gilgesh01.html"
"25","Sviatoslav Mykhailiuk","https://www.basketball-reference.com/players/m/mykhasv01.html"
"26","Trae Young","https://www.basketball-reference.com/players/y/youngtr01.html"
"27","Troy Brown Jr.","https://www.basketball-reference.com/players/b/browntr01.html"
"28","Wendell Carter Jr.","https://www.basketball-reference.com/players/c/cartewe01.html"
