"","Player","BREF","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1","Austin Daye","https://www.basketball-reference.com/players/d/dayeau01.html",261,15.2954022988506,2.05900383141762,4.96245210727969,0.418333333333333,0.659003831417625,1.80344827586207,0.36060153256705,1.4,3.19578544061303,0.443689655172414,0.48676245210728,0.790421455938697,0.982375478927203,0.792099616858237,0.527586206896552,2.22988505747126,2.75747126436782,0.81264367816092,0.403831417624521,0.434099616858238,0.714176245210728,1.80114942528736,5.5727969348659
"2","Blake Griffin","https://www.basketball-reference.com/players/g/griffbl01.html",301,34.6757475083056,8.35249169435216,16.8611295681063,0.494405315614618,0.586378737541528,1.77076411960133,0.334887043189369,7.72358803986711,15.1106312292359,0.510558139534884,0.511857142857143,5.0046511627907,6.79335548172758,0.741897009966777,1.85049833887043,6.41029900332226,8.26079734219269,4.89667774086379,0.929568106312292,0.467774086378738,2.54086378737542,2.82591362126246,22.2694352159468
"3","Brandon Jennings","https://www.basketball-reference.com/players/j/jennibr01.html",330,34.2230303030303,5.95454545454546,15.0706060606061,0.395027272727273,1.93545454545455,5.51787878787879,0.34539696969697,4.09484848484848,9.55272727272727,0.422660606060606,0.458654545454545,2.98151515151515,3.71757575757576,0.800890909090909,0.675151515151515,2.47636363636364,3.2,6.25454545454545,1.44606060606061,0.178181818181818,2.4130303030303,1.88515151515152,16.8260606060606
"4","Chase Budinger","https://www.basketball-reference.com/players/b/budinch01.html",274,21.1116788321168,3.34963503649635,7.78284671532847,0.427357664233577,1.19671532846715,3.44671532846715,0.356587591240876,2.09744525547445,4.36313868613139,0.48171897810219,0.506255474452555,1.0978102189781,1.39124087591241,0.801368613138686,0.616058394160584,2.65766423357664,3.25255474452555,1.26678832116788,0.508394160583942,0.13029197080292,0.782481751824817,1.27554744525547,9.01715328467153
"5","Danny Green","https://www.basketball-reference.com/players/g/greenda02.html",374,26.0625668449198,3.37459893048128,7.8620320855615,0.426224598930481,1.91737967914438,4.72673796791444,0.404818181818182,1.4572192513369,3.15347593582888,0.461101604278075,0.54731550802139,0.897860962566845,1.11550802139037,0.810553475935829,0.599197860962567,3.01604278074866,3.61122994652406,1.70053475935829,1.06844919786096,0.844117647058824,1.06149732620321,1.72887700534759,9.56122994652406
"6","Dante Cunningham","https://www.basketball-reference.com/players/c/cunnida01.html",313,22.2,2.99776357827476,6.32875399361022,0.477271565495208,0,0.121725239616613,0.028888178913738,2.99073482428115,6.20766773162939,0.48394249201278,0.477904153354633,0.603514376996805,0.968051118210863,0.630054313099041,1.41086261980831,2.83418530351438,4.24504792332268,0.796805111821086,0.828115015974441,0.572843450479233,0.57220447284345,1.69392971246006,6.64632587859425
"7","Darren Collison","https://www.basketball-reference.com/players/c/collida01.html",332,30.133734939759,4.84156626506024,10.0481927710843,0.479710843373494,1.18885542168675,2.8855421686747,0.415780120481928,3.61626506024096,7.18343373493976,0.504939759036145,0.539487951807229,2.31867469879518,2.76746987951807,0.847957831325301,0.423192771084337,2.20301204819277,2.64698795180723,5.13463855421687,1.22168674698795,0.14789156626506,1.7039156626506,1.86295180722892,13.1472891566265
"8","DeJuan Blair","https://www.basketball-reference.com/players/b/blairde01.html",366,18.196174863388,3.2516393442623,6.11803278688525,0.529959016393443,0,0,0,3.2516393442623,6.11803278688525,0.531997267759563,0.529959016393443,1.0120218579235,1.68087431693989,0.61551912568306,2.12185792349727,3.45792349726776,5.57978142076503,0.918852459016393,0.827868852459016,0.354918032786885,1.21475409836066,2.46775956284153,7.50956284153006
"9","DeMar DeRozan","https://www.basketball-reference.com/players/d/derozde01.html",370,34.8956756756757,8.41513513513513,17.8854054054054,0.472835135135135,0.481621621621622,1.70513513513514,0.267964864864865,7.93351351351351,16.1802702702703,0.490754054054054,0.486413513513514,6.13648648648649,7.29864864864865,0.837678378378378,0.744594594594595,4.25918918918919,5.00378378378378,4.96108108108108,1.06243243243243,0.305135135135135,2.35621621621622,2.1372972972973,23.4589189189189
"10","DeMarre Carroll","https://www.basketball-reference.com/players/c/carrode01.html",314,29.8770700636943,4.04458598726115,9.23375796178344,0.438012738853503,1.63917197452229,4.45573248407643,0.368952229299363,2.39076433121019,4.76974522292994,0.502926751592357,0.52731847133758,1.72898089171975,2.3359872611465,0.738003184713376,1.29203821656051,3.96305732484076,5.25509554140127,1.57452229299363,1.21751592356688,0.315605095541401,1.10095541401274,2.28694267515924,11.4796178343949
