"","pk","Player","Yr","Yrs","allstar","PC1","College","rank","Class","Pos","School","G","MP","TRB","AST","STL","BLK","TOV","PF","PTS","FG.","X2P.","X3P.","FT.","PPG","RPG","APG","SPG","BPG","Year"
"12",12,"Jonathan Isaac",2017,3,0,0.739929331495391,"Florida State","Lottery","FR","F","Florida State",32,839,251,37,37,49,48,70,383,0.508,0.593,0.348,0.78,12,7.8,1.2,1.2,1.5,2017
"13",13,"Josh Jackson",2017,3,0,0.648942465530131,"Kansas","Lottery","FR","G","Kansas",35,1077,258,104,59,37,97,104,572,0.513,0.549,0.378,0.566,16.3,7.4,3,1.7,1.1,2017
"14",14,"Markelle Fultz",2017,3,0,0.451225953713201,"Washington","Lottery","FR","G","Washington",25,892,143,148,40,30,80,63,579,0.476,0.502,0.413,0.649,23.2,5.7,5.9,1.6,1.2,2017
"15",15,"Derrick White",2017,3,0,0.450952942679734,"Colorado","Non-Lottery","SR","G","Colorado",34,1116,139,148,42,49,81,72,615,0.507,0.569,0.396,0.813,18.1,4.1,4.4,1.2,1.4,2017
"16",16,"Dillon Brooks",2017,3,0,0.110249654060874,"Oregon","Non-Lottery","JR","F","Oregon",35,886,113,95,38,16,72,97,564,0.488,0.532,0.401,0.754,16.1,3.2,2.7,1.1,0.5,2017
"17",17,"Josh Hart",2017,3,0,-0.169830438639176,"Villanova","Non-Lottery","SR","G","Villanova",36,1193,230,106,56,10,71,81,673,0.51,0.579,0.404,0.747,18.7,6.4,2.9,1.6,0.3,2017
"18",18,"Monte Morris",2017,3,0,-0.361815360789505,"Iowa State","Non-Lottery","SR","G","Iowa State",35,1237,169,217,53,10,42,51,575,0.465,0.503,0.378,0.802,16.4,4.8,6.2,1.5,0.3,2017
"19",19,"OG Anunoby",2017,3,0,-0.686971262280304,"Indiana","Non-Lottery","SO","F","Indiana",16,402,87,23,21,21,26,33,177,0.557,0.701,0.311,0.563,11.1,5.4,1.4,1.3,1.3,2017
"20",20,"Luke Kennard",2017,3,0,-0.916203953687374,"Duke","Non-Lottery","SO","G","Duke",37,1314,188,91,31,13,59,83,722,0.489,0.525,0.438,0.856,19.5,5.1,2.5,0.8,0.4,2017
"21",21,"Damyean Dotson",2017,3,0,-2.90061044624437,"Oregon","Non-Lottery","SR","G","Houston",32,1098,222,36,29,5,33,53,556,0.47,0.505,0.443,0.83,17.4,6.9,1.1,0.9,0.2,2017
"22",22,"Zach Collins",2017,3,0,-2.90915999196087,"Gonzaga","Non-Lottery","FR","F","Gonzaga",39,673,230,16,18,69,60,105,390,0.652,0.672,0.476,0.743,10,5.9,0.4,0.5,1.8,2017
"23",23,"Justin Jackson",2017,3,0,-2.9416221361144,"UNC","Non-Lottery","JR","F","North Carolina",40,1281,186,113,31,9,69,55,731,0.443,0.51,0.37,0.748,18.3,4.7,2.8,0.8,0.2,2017
"24",23,"Justin Jackson",2017,3,0,-2.9416221361144,"UNC","Non-Lottery","FR","F","Maryland",33,919,199,31,29,26,54,72,347,0.438,0.438,0.438,0.698,10.5,6,0.9,0.9,0.8,2017
"25",24,"Malik Monk",2017,3,0,-2.99535705351895,"Kentucky","Non-Lottery","FR","G","Kentucky",38,1218,95,87,36,19,75,72,754,0.45,0.497,0.397,0.822,19.8,2.5,2.3,0.9,0.5,2017
"26",26,"Sterling Brown",2017,3,0,-3.92696734205407,"SMU","Non-Lottery","SR","G","Southern Methodist",35,1143,227,105,50,19,69,91,470,0.459,0.465,0.449,0.791,13.4,6.5,3,1.4,0.5,2017
"27",27,"Wesley Iwundu",2017,3,0,-4.34164338606876,"Kansas State","Non-Lottery","SR","F","Kansas State",35,1098,221,121,35,12,81,63,456,0.481,0.52,0.376,0.767,13,6.3,3.5,1,0.3,2017
"28",29,"Dwayne Bacon",2017,3,0,-5.19986979835575,"Florida State","Non-Lottery","SO","G","Florida State",35,1008,147,61,35,4,71,55,603,0.452,0.516,0.333,0.754,17.2,4.2,1.7,1,0.1,2017
"29",30,"Semi Ojeleye",2017,3,0,-6.09591097182626,"SMU","Non-Lottery","JR","F","Southern Methodist",35,1195,240,53,15,14,50,62,665,0.487,0.529,0.424,0.785,19,6.9,1.5,0.4,0.4,2017
