,pk,Player,Yr,Yrs,allstar,PC1,College,rank,Class,Pos,School,G,MP,TRB,AST,STL,BLK,TOV,PF,PTS,FG.,X2P.,X3P.,FT.,PPG,RPG,APG,SPG,BPG,Year
1,1,Ben Simmons,2016,3,2,11.31696913,LSU,Top 3,FR,F,Louisiana State,33,1151,388,158,65,27,111,92,632,0.56,0.561,0.333,0.67,19.2,11.8,4.8,2,0.8,2016
2,2,Domantas Sabonis,2016,4,1,5.845656091,Gonzaga,Top 3,SO,F,Gonzaga,36,1149,426,64,22,31,92,115,633,0.611,0.621,0.357,0.769,17.6,11.8,1.8,0.6,0.9,2016
3,3,Brandon Ingram,2016,4,1,5.307361558,Duke,Top 3,FR,G,Duke,36,1246,244,72,41,49,72,74,624,0.442,0.464,0.41,0.682,17.3,6.8,2,1.1,1.4,2016
4,4,Pascal Siakam,2016,4,1,4.788954824,New Mexico State,Top 5,SO,F,New Mexico State,34,1176,395,58,34,75,67,92,690,0.539,0.549,0.2,0.678,20.3,11.6,1.7,1,2.2,2016
5,5,Jamal Murray,2016,4,0,4.690957923,Kentucky,Top 5,FR,G,Kentucky,36,1267,186,79,35,11,84,75,720,0.454,0.502,0.408,0.783,20,5.2,2.2,1,0.3,2016
6,6,Buddy Hield,2016,4,0,4.287074759,Oklahoma,Top 10,SR,G,Oklahoma,37,1309,212,75,42,18,113,76,925,0.501,0.552,0.457,0.88,25,5.7,2,1.1,0.5,2016
7,7,Malcolm Brogdon,2016,4,0,3.967031301,Virginia,Top 10,SR,G,Virginia,37,1263,150,115,35,9,52,76,675,0.457,0.498,0.391,0.897,18.2,4.1,3.1,0.9,0.2,2016
8,8,Jaylen Brown,2016,4,0,2.702677276,California,Top 10,FR,F,University of California,34,939,182,68,27,22,105,108,498,0.431,0.482,0.294,0.654,14.6,5.4,2,0.8,0.6,2016
9,9,Caris LeVert,2016,4,0,1.995500031,Michigan,Top 10,SR,G,Michigan,15,464,80,74,15,3,25,18,247,0.506,0.546,0.446,0.794,16.5,5.3,4.9,1,0.2,2016
10,10,Taurean Prince,2016,4,0,1.267010849,Baylor,Top 10,SR,F,Baylor,34,1040,206,77,43,25,91,86,540,0.432,0.469,0.361,0.774,15.9,6.1,2.3,1.3,0.7,2016
11,12,Jakob Poltl,2016,4,0,0.601843715,Utah,Lottery,SO,F,Utah,36,1093,327,70,21,56,74,83,620,0.646,0.646,0,0.689,17.2,9.1,1.9,0.6,1.6,2016
12,13,Kris Dunn,2016,4,0,0.451551033,Providence,Lottery,JR,G,Providence,33,1088,176,206,82,20,116,93,542,0.448,0.477,0.372,0.695,16.4,5.3,6.2,2.5,0.6,2016
13,14,Dejounte Murray,2016,3,0,0.188068313,Washington,Lottery,FR,G,Washington,34,1139,203,151,62,10,110,90,548,0.416,0.457,0.288,0.663,16.1,6,4.4,1.8,0.3,2016
14,15,Marquese Chriss,2016,4,0,-0.773299356,Washington,Non-Lottery,FR,F,Washington,34,848,183,26,32,55,69,138,467,0.53,0.568,0.35,0.682,13.7,5.4,0.8,0.9,1.6,2016
15,16,Skal Labissiere,2016,4,0,-1.751051048,Kentucky,Non-Lottery,FR,F,Kentucky,36,567,113,11,9,59,33,108,237,0.516,0.521,0,0.661,6.6,3.1,0.3,0.3,1.6,2016
16,17,Cheick Diallo,2016,4,0,-1.776280772,Kansas,Non-Lottery,FR,F,Kansas,27,202,68,1,7,23,17,38,81,0.569,0.569,0,0.556,3,2.5,0,0.3,0.9,2016
17,18,Malik Beasley,2016,4,0,-2.006775971,Florida State,Non-Lottery,FR,G,Florida State,34,1014,180,51,32,6,59,75,529,0.471,0.518,0.387,0.813,15.6,5.3,1.5,0.9,0.2,2016
18,19,Denzel Valentine,2016,3,0,-2.100187483,Michigan State,Non-Lottery,SR,G,Michigan State,31,1022,233,241,32,7,85,52,595,0.462,0.481,0.444,0.853,19.2,7.5,7.8,1,0.2,2016
19,20,DeAndre' Bembry,2016,4,0,-2.323745816,Saint Joseph's,Non-Lottery,JR,F,Saint Joseph's,36,1341,279,161,51,30,73,88,627,0.479,0.553,0.266,0.657,17.4,7.8,4.5,1.4,0.8,2016
20,21,Tyler Ulis,2016,3,0,-2.702706175,Kentucky,Non-Lottery,SO,G,Kentucky,35,1288,105,246,51,4,69,64,606,0.434,0.486,0.344,0.856,17.3,3,7,1.5,0.1,2016
21,25,Isaiah Whitehead,2016,2,0,-3.330130884,Seton Hall,Non-Lottery,SO,G,Seton Hall,34,1098,122,173,40,49,119,78,618,0.379,0.39,0.365,0.76,18.2,3.6,5.1,1.2,1.4,2016
22,27,Jake Layman,2016,4,0,-4.651794908,Maryland,Non-Lottery,SR,F,Maryland,36,1112,189,41,40,36,61,69,416,0.5,0.61,0.396,0.832,11.6,5.3,1.1,1.1,1,2016
23,28,Patrick McCaw,2016,4,0,-4.742746174,UNLV,Non-Lottery,SO,G,Nevada-Las Vegas,33,1113,169,128,81,13,68,73,486,0.465,0.571,0.366,0.774,14.7,5.1,3.9,2.5,0.4,2016
24,30,Abdel Nader,2016,3,0,-5.551785825,Iowa State,Non-Lottery,SR,F,Iowa State,35,1088,174,54,37,23,79,98,452,0.478,0.553,0.371,0.736,12.9,5,1.5,1.1,0.7,2016
