"","namePlayerBREF","urlPlayerBioBREF"
"1","Bam Adebayo","https://www.basketball-reference.com/players/a/adebaba01.html"
"2","Damyean Dotson","https://www.basketball-reference.com/players/d/dotsoda01.html"
"3","De'Aaron Fox","https://www.basketball-reference.com/players/f/foxde01.html"
"4","Dennis Smith Jr.","https://www.basketball-reference.com/players/s/smithde03.html"
"5","Derrick White","https://www.basketball-reference.com/players/w/whitede01.html"
"6","Dillon Brooks","https://www.basketball-reference.com/players/b/brookdi01.html"
"7","Donovan Mitchell","https://www.basketball-reference.com/players/m/mitchdo01.html"
"8","Dwayne Bacon","https://www.basketball-reference.com/players/b/bacondw01.html"
"9","Frank Ntilikina","https://www.basketball-reference.com/players/n/ntilila01.html"
"10","Jarrett Allen","https://www.basketball-reference.com/players/a/allenja01.html"
"11","Jayson Tatum","https://www.basketball-reference.com/players/t/tatumja01.html"
"12","John Collins","https://www.basketball-reference.com/players/c/collijo01.html"
"13","Jonathan Isaac","https://www.basketball-reference.com/players/i/isaacjo01.html"
"14","Josh Hart","https://www.basketball-reference.com/players/h/hartjo01.html"
"15","Josh Jackson","https://www.basketball-reference.com/players/j/jacksjo02.html"
"16","Justin Jackson","https://www.basketball-reference.com/players/j/jacksju01.html"
"17","Justin Jackson","https://www.basketball-reference.com/players/j/jacksju02.html"
"18","Kyle Kuzma","https://www.basketball-reference.com/players/k/kuzmaky01.html"
"19","Lauri Markkanen","https://www.basketball-reference.com/players/m/markkla01.html"
"20","Lonzo Ball","https://www.basketball-reference.com/players/b/balllo01.html"
"21","Luke Kennard","https://www.basketball-reference.com/players/k/kennalu01.html"
"22","Malik Monk","https://www.basketball-reference.com/players/m/monkma01.html"
"23","Markelle Fultz","https://www.basketball-reference.com/players/f/fultzma01.html"
"24","Monte Morris","https://www.basketball-reference.com/players/m/morrimo01.html"
"25","OG Anunoby","https://www.basketball-reference.com/players/a/anunoog01.html"
"26","Semi Ojeleye","https://www.basketball-reference.com/players/o/ojelese01.html"
"27","Sterling Brown","https://www.basketball-reference.com/players/b/brownst02.html"
"28","Terrance Ferguson","https://www.basketball-reference.com/players/f/fergute01.html"
"29","Thomas Bryant","https://www.basketball-reference.com/players/b/bryanth01.html"
"30","Wesley Iwundu","https://www.basketball-reference.com/players/i/iwundwe01.html"
"31","Zach Collins","https://www.basketball-reference.com/players/c/colliza01.html"
