,pk,Player,Yr,Yrs,allstar,PC1,College,rank,Class,Pos,School,G,MP,TRB,AST,STL,BLK,TOV,PF,PTS,FG.,X2P.,X3P.,FT.,PPG,RPG,APG,SPG,BPG,Year
1,3,CJ McCollum,2013,7,0,4.080415368,Lehigh,Top 3,SR,G,Lehigh,12,372,60,35,17,4,32,21,287,0.495,0.485,0.516,0.849,23.9,5,2.9,1.4,0.3,2013
2,4,Victor Oladipo,2013,7,2,3.653942681,Indiana,Top 5,JR,G,Indiana,36,1021,227,74,78,28,83,89,491,0.599,0.644,0.441,0.746,13.6,6.3,2.1,2.2,0.8,2013
3,5,Steven Adams,2013,7,0,1.851414597,Pitt,Top 5,FR,C,Pittsburgh,32,749,203,20,21,65,35,52,231,0.571,0.571,0,0.443,7.2,6.3,0.6,0.7,2,2013
4,7,Michael Carter-Williams,2013,7,0,1.391144528,Syracuse,Top 10,SO,G,Syracuse,40,1409,199,291,109,20,138,92,474,0.393,0.436,0.294,0.694,11.9,5,7.3,2.7,0.5,2013
5,8,Otto Porter,2013,7,0,1.044906473,Georgetown,Top 10,SO,F,Georgetown,31,1097,232,84,57,28,47,61,501,0.48,0.504,0.422,0.777,16.2,7.5,2.7,1.8,0.9,2013
6,9,Mason Plumlee,2013,7,0,0.502466242,Duke,Top 10,SR,F,Duke,36,1248,358,70,36,52,103,92,615,0.599,0.599,0,0.681,17.1,9.9,1.9,1,1.4,2013
7,10,Tim Hardaway Jr.,2013,7,0,0.492793421,Michigan,Top 10,JR,G,Michigan,38,1324,177,93,26,17,71,73,552,0.437,0.483,0.374,0.694,14.5,4.7,2.4,0.7,0.4,2013
8,11,Kentavious Caldwell-Pope,2013,7,0,0.004963793,Georgia,Lottery,SO,G,Georgia,32,1086,226,58,65,17,64,70,591,0.433,0.498,0.373,0.799,18.5,7.1,1.8,2,0.5,2013
9,12,Nerlens Noel,2013,6,0,-0.213349018,Kentucky,Lottery,FR,F,Kentucky,24,765,227,38,50,106,45,62,251,0.59,0.59,0,0.529,10.5,9.5,1.6,2.1,4.4,2013
10,13,Kelly Olynyk,2013,7,0,-0.496727375,Gonzaga,Lottery,JR,F,Gonzaga,32,845,235,55,22,36,77,72,571,0.629,0.66,0.3,0.776,17.8,7.3,1.7,0.7,1.1,2013
11,14,Gorgui Dieng,2013,7,0,-0.580269406,Louisville,Lottery,JR,C,Louisville,33,1026,310,66,44,83,59,85,323,0.534,0.534,0,0.652,9.8,9.4,2,1.3,2.5,2013
12,15,Cody Zeller,2013,7,0,-0.627256006,Indiana,Non-Lottery,SO,F,Indiana,36,1062,289,47,37,45,81,80,594,0.564,0.567,0,0.757,16.5,8,1.3,1,1.3,2013
13,16,Alex Len,2013,7,0,-1.758457227,Maryland,Non-Lottery,SO,C,Maryland,38,1004,298,37,8,78,60,101,452,0.534,0.544,0.125,0.686,11.9,7.8,1,0.2,2.1,2013
14,17,Trey Burke,2013,7,0,-2.732351202,Michigan,Non-Lottery,SO,G,Michigan,39,1378,124,260,62,20,86,73,727,0.463,0.506,0.384,0.801,18.6,3.2,6.7,1.6,0.5,2013
15,18,Allen Crabbe,2013,7,0,-2.765423184,California,Non-Lottery,JR,G,University of California,33,1195,200,87,37,23,83,69,607,0.459,0.532,0.348,0.813,18.4,6.1,2.6,1.1,0.7,2013
16,19,Reggie Bullock,2013,7,0,-3.38676393,UNC,Non-Lottery,JR,G,North Carolina,35,1100,226,101,44,10,43,50,488,0.483,0.545,0.436,0.767,13.9,6.5,2.9,1.3,0.3,2013
17,20,Ben McLemore,2013,7,0,-3.395979047,Kansas,Non-Lottery,FR,G,Kansas,37,1191,192,73,37,25,77,69,589,0.495,0.553,0.42,0.87,15.9,5.2,2,1,0.7,2013
18,21,James Ennis,2013,6,0,-3.807297889,Cal State Long Beach,Non-Lottery,SR,G,Cal State Long Beach,33,1093,221,70,58,43,99,75,545,0.491,0.585,0.357,0.834,16.5,6.7,2.1,1.8,1.3,2013
19,22,Tony Snell,2013,7,0,-3.997494584,New Mexico,Non-Lottery,JR,G,New Mexico,35,1093,92,101,29,17,72,46,438,0.422,0.452,0.39,0.843,12.5,2.6,2.9,0.8,0.5,2013
20,23,Mike Muscala,2013,7,0,-4.117349223,Bucknell,Non-Lottery,SR,F,Bucknell,34,1079,378,78,17,80,58,74,637,0.509,0.519,0.25,0.789,18.7,11.1,2.3,0.5,2.4,2013
21,24,Shabazz Muhammad,2013,5,0,-4.254011882,UCLA,Non-Lottery,FR,G,UCLA,32,987,167,27,23,4,51,53,572,0.443,0.463,0.377,0.711,17.9,5.2,0.8,0.7,0.1,2013
22,25,Solomon Hill,2013,7,0,-4.314541824,Arizona,Non-Lottery,SR,F,Arizona,35,1154,187,95,40,20,77,76,468,0.458,0.508,0.39,0.766,13.4,5.3,2.7,1.1,0.6,2013
23,26,Andre Roberson,2013,5,0,-4.537868867,Colorado,Non-Lottery,JR,F,Colorado,31,1036,347,44,67,41,74,77,337,0.48,0.521,0.328,0.551,10.9,11.2,1.4,2.2,1.3,2013
24,27,Isaiah Canaan,2013,6,0,-4.725173905,Murray State,Non-Lottery,SR,G,Murray State,31,1131,110,133,47,4,98,58,676,0.431,0.494,0.37,0.822,21.8,3.5,4.3,1.5,0.1,2013
25,28,Shane Larkin,2013,4,0,-5.235565705,Miami (FL),Non-Lottery,SO,G,Miami (FL),36,1311,138,164,71,4,82,59,522,0.479,0.538,0.406,0.777,14.5,3.8,4.6,2,0.1,2013
26,29,Ryan Kelly,2013,4,0,-5.817233878,Duke,Non-Lottery,SR,F,Duke,23,664,122,38,16,37,23,55,296,0.453,0.473,0.422,0.812,12.9,5.3,1.7,0.7,1.6,2013
