"","namePlayerBREF","urlPlayerBioBREF"
"1","Bobby Portis","https://www.basketball-reference.com/players/p/portibo01.html"
"2","Cedi Osman","https://www.basketball-reference.com/players/o/osmande01.html"
"3","D'Angelo Russell","https://www.basketball-reference.com/players/r/russeda01.html"
"4","Delon Wright","https://www.basketball-reference.com/players/w/wrighde01.html"
"5","Devin Booker","https://www.basketball-reference.com/players/b/bookede01.html"
"6","Emmanuel Mudiay","https://www.basketball-reference.com/players/m/mudiaem01.html"
"7","Frank Kaminsky","https://www.basketball-reference.com/players/k/kaminfr01.html"
"8","Jahlil Okafor","https://www.basketball-reference.com/players/o/okafoja01.html"
"9","Jerian Grant","https://www.basketball-reference.com/players/g/grantje02.html"
"10","Josh Richardson","https://www.basketball-reference.com/players/r/richajo01.html"
"11","Justise Winslow","https://www.basketball-reference.com/players/w/winslju01.html"
"12","Karl-Anthony Towns","https://www.basketball-reference.com/players/t/townska01.html"
"13","Kelly Oubre Jr.","https://www.basketball-reference.com/players/o/oubreke01.html"
"14","Kevon Looney","https://www.basketball-reference.com/players/l/looneke01.html"
"15","Larry Nance","https://www.basketball-reference.com/players/n/nancela01.html"
"16","Larry Nance Jr.","https://www.basketball-reference.com/players/n/nancela02.html"
"17","Mario Hezonja","https://www.basketball-reference.com/players/h/hezonma01.html"
"18","Montrezl Harrell","https://www.basketball-reference.com/players/h/harremo01.html"
"19","Myles Turner","https://www.basketball-reference.com/players/t/turnemy01.html"
"20","Norman Powell","https://www.basketball-reference.com/players/p/powelno01.html"
"21","Pat Connaughton","https://www.basketball-reference.com/players/c/connapa01.html"
"22","Richaun Holmes","https://www.basketball-reference.com/players/h/holmeri01.html"
"23","Rondae Hollis-Jefferson","https://www.basketball-reference.com/players/h/holliro01.html"
"24","Sam Dekker","https://www.basketball-reference.com/players/d/dekkesa01.html"
"25","Stanley Johnson","https://www.basketball-reference.com/players/j/johnsst04.html"
"26","Terry Rozier","https://www.basketball-reference.com/players/r/roziete01.html"
"27","Trey Lyles","https://www.basketball-reference.com/players/l/lylestr01.html"
"28","Tyus Jones","https://www.basketball-reference.com/players/j/jonesty01.html"
"29","Willie Cauley-Stein","https://www.basketball-reference.com/players/c/caulewi01.html"
"30","Willy Hernangomez","https://www.basketball-reference.com/players/h/hernawi01.html"
