"","Player","p.G","p.MP","p.FG","p.FGA","p.FG.","p.X3P","p.X3PA","p.X3P.","p.X2P","p.X2PA","p.X2P.","p.eFG.","p.FT","p.FTA","p.FT.","p.ORB","p.DRB","p.TRB","p.AST","p.STL","p.BLK","p.TOV","p.PF","p.PTS","p.PER"
"14","Eric Snow",357,36.1700280112045,3.82268907563025,8.86442577030812,0.431518207282913,0.0599439775910364,0.37703081232493,0.187644257703081,3.76274509803922,8.48739495798319,0.442641456582633,0.436316526610644,2.82408963585434,3.52408963585434,0.792324929971989,0.66078431372549,2.78823529411765,3.42605042016807,7.01064425770308,1.51708683473389,0.1,2.28207282913165,2.76386554621849,10.5834733893557,13.1984305993324
"15","Eric Williams",246,25.2447154471545,3.59593495934959,8.26829268292683,0.429,0.141463414634146,0.49349593495935,0.282821138211382,3.45609756097561,7.80081300813008,0.43839837398374,0.441357723577236,3.28048780487805,4.45447154471545,0.74849593495935,1.29186991869919,1.98536585365854,3.27723577235772,1.40325203252033,0.817073170731707,0.196747967479675,1.4349593495935,2.48617886178862,10.6138211382114,12.8115990789346
"16","Fred Hoiberg",326,21.7315950920245,2.00950920245399,4.67085889570552,0.42489263803681,0.747239263803681,1.93895705521472,0.342205521472393,1.25276073619632,2.75613496932515,0.461429447852761,0.492947852760736,1.2861963190184,1.52331288343558,0.84971472392638,0.246932515337423,2.91840490797546,3.18957055214724,2.03773006134969,0.92239263803681,0.122699386503067,0.679754601226994,1.52883435582822,6.0558282208589,12.7644538640695
"17","Gary Trent",164,26.7384146341463,5.13048780487805,10.725,0.478981707317073,0.0579268292682927,0.172560975609756,0.220646341463415,5.07256097560976,10.494512195122,0.482908536585366,0.481798780487805,2.72439024390244,4.13963414634146,0.65144512195122,2.40792682926829,4.20609756097561,6.5890243902439,1.46585365853659,0.631707317073171,0.494512195121951,1.71036585365854,2.87378048780488,13.0036585365854,16.5546873047365
"18","Greg Ostertag",350,21.5308571428571,1.94657142857143,4.01342857142857,0.4871,0,0.022,0.115714285714286,1.94657142857143,3.96828571428571,0.488662857142857,0.487331428571429,1.392,2.30485714285714,0.596271428571429,2.13457142857143,4.08028571428571,6.238,0.344285714285714,0.294857142857143,2.09085714285714,0.976,2.706,5.31657142857143,13.3508642081797
"19","Jason Caffey",256,23.119921875,3.323046875,6.955859375,0.4806640625,0,0,0,3.323046875,6.955859375,0.48183984375,0.4806640625,2.10546875,3.334375,0.64114453125,2.21015625,3.1953125,5.40546875,1.02265625,0.587109375,0.3046875,1.659375,2.912109375,8.76328125,12.5546330275229
"20","Jerry Stackhouse",350,37.0862857142857,7.38857142857143,18.2422857142857,0.404685714285714,1.24914285714286,4.07542857142857,0.301382857142857,6.13942857142857,14.1451428571429,0.433314285714286,0.43836,6.96571428571429,8.30228571428571,0.842737142857143,1.07142857142857,2.64057142857143,3.712,4.60685714285714,1.072,0.502285714285714,3.49542857142857,2.06,23.0274285714286,18.005836227485
"21","Joe Smith",320,33.1265625,6.1890625,13.925625,0.445696875,0.075625,0.266875,0.15673125,6.1384375,13.633125,0.44975625,0.448228125,3.325625,4.2240625,0.7845375,3.0125,4.293125,7.3046875,1.25125,0.8728125,0.993125,2.025625,3.0928125,15.8146875,15.6496444696005
"22","Kevin Garnett",398,39.2633165829146,8.77386934673367,17.5462311557789,0.501,0.139698492462312,0.560301507537688,0.252140703517588,8.63417085427136,16.9859296482412,0.508984924623116,0.504603015075377,5.03065326633166,6.29396984924623,0.798909547738693,2.84723618090452,10.448743718593,13.2753768844221,5.00653266331658,1.40301507537688,1.66331658291457,2.6427135678392,2.49849246231156,22.7386934673367,26.0245188010341
"23","Kurt Thomas",400,32.2015,5.2125,10.78875,0.486245,0,0.0405,0.333405,5.2125,10.7295,0.4870475,0.48684,1.72075,2.1815,0.799845,2.1415,6.3535,8.495,1.5645,0.861,1.02125,1.564,3.94375,12.2065,14.4914352747543
"24","Mark Davis",230,16.0047826086957,2.03565217391304,4.63521739130435,0.429060869565217,0.122608695652174,0.481739130434783,0.160460869565217,1.91304347826087,4.18434782608696,0.449217391304348,0.440030434782609,1.24173913043478,1.87130434782609,0.653769565217391,1.25130434782609,1.76652173913043,3.02782608695652,1.26913043478261,0.863478260869565,0.342173913043478,1.42173913043478,2.09086956521739,5.48434782608696,11.9535241096411
"25","Michael Finley",365,41.3761643835616,8.45972602739726,18.6350684931507,0.454780821917808,1.09506849315068,3.04164383561644,0.357449315068493,7.38712328767123,15.5709589041096,0.474183561643836,0.483747945205479,3.38794520547945,4.21753424657534,0.805427397260274,1.47095890410959,4.01232876712329,5.48328767123288,4.50657534246575,1.31424657534247,0.386301369863014,2.27150684931507,2.05013698630137,21.398904109589,17.5944105798455
"26","Rasheed Wallace",379,36.4643799472296,7.07757255936675,14.7184696569921,0.480656992084433,0.963588390501319,2.83509234828496,0.303738786279683,6.09604221635884,11.8638522427441,0.512741424802111,0.51223746701847,2.73087071240106,3.7377308707124,0.734643799472296,1.644327176781,5.78970976253298,7.45488126649076,2.17229551451187,1.08707124010554,1.43271767810026,1.88100263852243,2.77651715039578,17.8335092348285,18.0107730463096
"27","Shawn Respert",153,15.2633986928105,2.14575163398693,4.81241830065359,0.438,0.526143790849673,1.6,0.347777777777778,1.58235294117647,3.23006535947712,0.481457516339869,0.496797385620915,0.824183006535948,1.06797385620915,0.784718954248366,0.539869281045752,1.02875816993464,1.63660130718954,1.0640522875817,0.595424836601307,0.0176470588235294,0.783660130718954,1.2562091503268,5.65490196078431,11.9852094805806
"28","Theo Ratliff",218,32.8633027522936,4.26330275229358,8.5894495412844,0.496866972477064,0,0,0,4.26330275229358,8.5894495412844,0.496866972477064,0.496866972477064,3.09633027522936,4.17522935779817,0.737522935779817,2.69082568807339,5.12339449541284,7.76376146788991,0.760091743119266,0.691284403669725,3.2894495412844,1.88715596330275,3.41422018348624,11.6238532110092,16.2209752519472
"29","Travis Best",307,24.8817589576547,3.49153094462541,7.75244299674267,0.451439739413681,0.376872964169381,1.00553745928339,0.367820846905537,3.12442996742671,6.76221498371336,0.464517915309446,0.47570684039088,1.78957654723127,2.10846905537459,0.85871986970684,0.309120521172638,1.87166123778502,2.15667752442997,4.53387622149837,1.17459283387622,0.090228013029316,1.37524429967427,2.58892508143322,9.16384364820847,15.072304331889
"30","Tyus Edney",226,21.0044247787611,2.56902654867257,6.39646017699115,0.40483185840708,0.301769911504425,0.900884955752212,0.27587610619469,2.29203539823009,5.49557522123894,0.418823008849557,0.422814159292035,2.20973451327434,2.74601769911504,0.809442477876106,0.551327433628319,1.18849557522124,1.73982300884956,4.01592920353982,0.972566371681416,0,1.75044247787611,1.69203539823009,7.64690265486726,13.636607625869
"31","Allen Iverson",277,42.5945848375451,9.91371841155235,22.6014440433213,0.43902166064982,1.09747292418773,3.44115523465704,0.316140794223827,8.83971119133574,19.1783393501805,0.461516245487365,0.463263537906137,8.30794223826715,10.2364620938628,0.80914440433213,0.52057761732852,2.7913357400722,3.30649819494585,7.44693140794224,2.03357400722022,0.141516245487365,4.05162454873646,1.65487364620939,29.2274368231047,22.2973496825922
"32","Antoine Walker",368,39.7247282608696,8.28478260869565,19.9986413043478,0.414720108695652,1.8054347826087,5.45108695652174,0.325176630434783,6.45733695652174,14.5475543478261,0.443347826086956,0.460163043478261,3.32201086956522,4.87038043478261,0.683975543478261,2.39184782608696,6.52934782608696,8.92146739130435,4.22472826086957,1.56630434782609,0.567119565217391,3.33152173913043,3.13478260869565,21.7084239130435,17.1215273177506
"33","Derek Fisher",402,29.3268656716418,3.83681592039801,9.4044776119403,0.409318407960199,1.27562189054726,3.28805970149254,0.37589552238806,2.62039800995025,6.11641791044776,0.425970149253731,0.476014925373134,2.37960199004975,2.781592039801,0.855268656716418,0.377611940298507,1.95124378109453,2.32885572139303,3.54925373134328,1.14278606965174,0.0796019900497513,1.41442786069652,2.56318407960199,11.3696517412935,13.3623026956418
"34","Erick Dampier",373,26.3868632707775,3.2058981233244,5.95335120643432,0.538107238605898,0,0.0158176943699732,0,3.2058981233244,5.9313672922252,0.539734584450402,0.538107238605898,2.01260053619303,3.18418230563003,0.635756032171582,3.37882037533512,5.02037533512064,8.39865951742627,0.709115281501341,0.319839142091153,1.52600536193029,1.52680965147453,3.16327077747989,8.39785522788204,15.5287390345752
"35","Jamie Feick",143,28.6496503496503,2.24335664335664,4.97902097902098,0.446573426573427,0,0,0.566433566433566,2.24335664335664,4.97902097902098,0.444307692307692,0.448272727272727,1.32447552447552,1.81958041958042,0.692202797202797,3.51818181818182,6.22727272727273,9.68881118881119,0.826573426573427,0.695804195804196,0.548951048951049,0.918181818181818,2.53916083916084,5.85384615384615,12.623521467451
"36","Jeff McInnis",296,30.6513513513514,4.45844594594595,10.2560810810811,0.436956081081081,0.594594594594595,1.77635135135135,0.299442567567568,3.86385135135135,8.53243243243243,0.457692567567568,0.462638513513513,1.57128378378378,1.92060810810811,0.79435472972973,0.463513513513514,1.78445945945946,2.22060810810811,5.16621621621622,0.775675675675676,0.0746621621621622,1.55777027027027,2.18006756756757,11.0486486486486,13.0522699938277
"37","Jermaine O'Neal",322,36.2972049689441,7.84596273291926,16.9217391304348,0.464496894409938,0.0397515527950311,0.210248447204969,0.192729813664596,7.80621118012422,16.7114906832298,0.467891304347826,0.466133540372671,4.8332298136646,6.63850931677019,0.727341614906832,2.38509316770186,7.52360248447205,9.90869565217391,2.01614906832298,0.704347826086956,2.33167701863354,2.52888198757764,3.55062111801242,20.5953416149068,19.7443782523508
"38","Jerome Williams",275,26.388,2.82763636363636,5.78618181818182,0.482807272727273,0,0.0752727272727273,0.0431163636363636,2.80181818181818,5.71745454545455,0.489610909090909,0.483065454545455,1.84290909090909,2.90945454545455,0.649163636363636,2.73418181818182,4.51709090909091,7.232,1.14909090909091,1.328,0.257090909090909,1.15527272727273,2.28072727272727,7.44763636363636,14.6099775104386
"39","John Wallace",296,16.7858108108108,3.16824324324324,6.74324324324324,0.47075,0.0290540540540541,0.143918918918919,0.331182432432432,3.1527027027027,6.6195945945946,0.474594594594595,0.474195945945946,1.54121621621622,2.01351351351351,0.766885135135135,0.887837837837838,1.93243243243243,2.80472972972973,0.730405405405405,0.402702702702703,0.55,1.2722972972973,1.93783783783784,7.87297297297297,13.4781142776637
"40","Kerry Kittles",349,34.0547277936963,5.67449856733524,13.1787965616046,0.433060171919771,1.4487106017192,3.79426934097421,0.388670487106017,4.22578796561605,9.38452722063037,0.45176217765043,0.489272206303725,1.97765042979943,2.54212034383954,0.777214899713467,1.1378223495702,2.77077363896848,3.94527220630373,2.56131805157593,1.65243553008596,0.430659025787966,1.31117478510029,1.79140401146132,14.8063037249284,15.5147519499205
"41","Kobe Bryant",387,39.4258397932817,10.2041343669251,22.3803617571059,0.455196382428941,1.85271317829457,5.33385012919897,0.348852713178295,8.3297157622739,17.046511627907,0.487940568475452,0.496527131782946,7.78837209302326,9.18966408268734,0.846935400516796,1.08992248062016,4.58268733850129,5.67260981912145,5.21033591731266,1.57157622739018,0.530490956072351,3.20439276485788,2.66072351421189,29.9870801033592,25.6155828756441
