"","pk","Player","Yr","Yrs","allstar","PC1","College","rank","conf"
"320",9,"Brent Barry",1995,14,0,2.28510035158917,"Oregon State","Top 10","pac-12"
"321",10,"Theo Ratliff",1995,16,1,1.20203805513801,"Wyoming","Top 10","mwc"
"322",11,"Eric Snow",1995,13,0,1.03317505440483,"Michigan State","Lottery","big-ten"
"323",12,"Bryant Reeves",1995,6,0,0.360339651148626,"Oklahoma State","Lottery","big-12"
"324",13,"Corliss Williamson",1995,12,0,0.338103684448066,"Arkansas","Lottery","sec"
"325",14,"Gary Trent",1995,9,0,-0.398069096375922,"Ohio University","Lottery","mac"
"326",15,"Bob Sura",1995,10,0,-0.503760222897214,"Florida State","Non-Lottery","acc"
"327",16,"Alan Henderson",1995,12,0,-0.57958539441896,"Indiana","Non-Lottery","big-ten"
"328",17,"Travis Best",1995,10,0,-0.925344752524725,"Georgia Tech","Non-Lottery","acc"
"329",18,"Eric Williams",1995,12,0,-1.60154525723992,"Providence","Non-Lottery","big-east"
"330",19,"Greg Ostertag",1995,11,0,-2.44901770387599,"Kansas","Non-Lottery","big-12"
"331",20,"Jason Caffey",1995,8,0,-2.68371380299365,"Alabama","Non-Lottery","sec"
"332",21,"Fred Hoiberg",1995,10,0,-2.82831989779668,"Iowa State","Non-Lottery","big-12"
"333",22,"Andrew DeClercq",1995,10,0,-3.06672998659317,"Florida","Non-Lottery","sec"
"334",23,"Tyus Edney",1995,4,0,-3.31182734063856,"UCLA","Non-Lottery","pac-12"
"335",24,"Cory Alexander",1995,7,0,-3.81092952675115,"Virginia","Non-Lottery","acc"
"336",25,"Cherokee Parks",1995,9,0,-4.50055710841669,"Duke","Non-Lottery","acc"
"337",26,"Chris Carr",1995,6,0,-4.56676311862326,"Southern Illinois","Non-Lottery","mvc"
"338",27,"Don Reid",1995,8,0,-5.04527852686092,"Georgetown","Non-Lottery","big-east"
"339",28,"Mark Davis",1995,5,0,-5.05120241274758,"Texas Tech","Non-Lottery","big-12"
"340",29,"Shawn Respert",1995,4,0,-5.73966012390262,"Michigan State","Non-Lottery","big-ten"
"341",30,"Ed O'Bannon",1995,2,0,-6.62370412713493,"UCLA","Non-Lottery","pac-12"
"342",2,"Allen Iverson",1996,14,11,10.9276705167208,"Georgetown","Top 3","big-east"
"343",3,"Ray Allen",1996,18,10,8.872348433759,"UConn","Top 3","aac"
"344",4,"Steve Nash",1996,18,8,7.78054515227658,"Santa Clara","Top 5","wcc"
"345",5,"Shareef Abdur-Rahim",1996,12,1,7.16397907511632,"California","Top 5","pac-12"
"346",6,"Stephon Marbury",1996,13,2,7.07522436868107,"Georgia Tech","Top 10","acc"
"347",7,"Antoine Walker",1996,12,3,6.6615765242479,"Kentucky","Top 10","sec"
"348",10,"Marcus Camby",1996,17,0,3.9418058998829,"UMass","Top 10","atlantic-10"
"349",12,"Kerry Kittles",1996,8,0,1.93498277555637,"Villanova","Lottery","big-east"
"350",13,"Derek Fisher",1996,18,0,0.893729530195475,"Little Rock","Lottery","sun-belt"
"351",14,"Erick Dampier",1996,16,0,0.473881573368647,"Mississippi State","Lottery","sec"
"352",15,"Lorenzen Wright",1996,13,0,-0.305900461005847,"Memphis","Non-Lottery","aac"
"353",16,"Jeff McInnis",1996,11,0,-0.775595127193206,"UNC","Non-Lottery","acc"
"354",17,"Jerome Williams",1996,9,0,-1.06883252344099,"Georgetown","Non-Lottery","big-east"
"355",18,"Othella Harrington",1996,12,0,-1.56153092599882,"Georgetown","Non-Lottery","big-east"
"356",19,"Shandon Anderson",1996,10,0,-1.59520888542036,"Georgia","Non-Lottery","sec"
"357",20,"Malik Rose",1996,13,0,-1.73536095660256,"Drexel","Non-Lottery","colonial"
"358",21,"Tony Delk",1996,10,0,-1.88909049815504,"Kentucky","Non-Lottery","sec"
"359",22,"Vitaly Potapenko",1996,11,0,-2.19529245668118,"Wright State University","Non-Lottery","horizon"
"360",23,"Jamie Feick",1996,5,0,-3.0822657700403,"Michigan State","Non-Lottery","big-ten"
"361",24,"John Wallace",1996,7,0,-3.76054594765174,"Syracuse","Non-Lottery","acc"
"362",25,"Samaki Walker",1996,10,0,-3.89361418318821,"Louisville","Non-Lottery","acc"
"363",27,"Walter McCarty",1996,10,0,-4.55192459654519,"Kentucky","Non-Lottery","sec"
"364",28,"Travis Knight",1996,7,0,-5.74224052106902,"UConn","Non-Lottery","aac"
"365",29,"Randy Livingston",1996,11,0,-6.16712297930544,"LSU","Non-Lottery","sec"
"366",30,"Todd Fuller",1996,5,0,-7.2375326580365,"NC State","Non-Lottery","acc"
"367",1,"Tim Duncan",1997,19,15,12.9750942580534,"Wake Forest","Top 3","acc"
"368",3,"Chauncey Billups",1997,17,5,5.91905369456619,"Colorado","Top 3","pac-12"
"369",5,"Keith Van Horn",1997,9,0,3.69487016891097,"Utah","Top 5","pac-12"
"370",6,"Derek Anderson",1997,11,0,1.63945136507439,"Kentucky","Top 10","sec"
"371",7,"Ron Mercer",1997,8,0,0.99294193906042,"Kentucky","Top 10","sec"
"372",8,"Tim Thomas",1997,13,0,0.827888980969367,"Villanova","Top 10","big-east"
"373",9,"Brevin Knight",1997,12,0,0.0238111888762655,"Stanford","Top 10","pac-12"
"374",10,"Bobby Jackson",1997,12,0,-0.0820214996400059,"Minnesota","Top 10","big-ten"
"375",11,"Danny Fortson",1997,10,0,-0.535652337632842,"Cincinnati","Lottery","aac"
"376",12,"Maurice Taylor",1997,9,0,-0.702677282509001,"Michigan","Lottery","big-ten"
"377",13,"Antonio Daniels",1997,13,0,-0.797410888121752,"Bowling Green","Lottery","mac"
"378",14,"Mark Blount",1997,9,0,-0.810350459352716,"Pitt","Lottery","acc"
"379",15,"Alvin Williams",1997,9,0,-0.839558210687516,"Villanova","Non-Lottery","big-east"
"380",16,"Anthony Parker",1997,9,0,-0.934413740155996,"Bradley","Non-Lottery","mvc"
"381",17,"Tony Battie",1997,14,0,-1.68075778611393,"Texas Tech","Non-Lottery","big-12"
"382",18,"Kelvin Cato",1997,10,0,-2.27589336073434,"Iowa State","Non-Lottery","big-12"
"383",19,"Austin Croshere",1997,12,0,-2.28427100393715,"Providence","Non-Lottery","big-east"
"384",20,"Scot Pollard",1997,11,0,-2.71953584608254,"Kansas","Non-Lottery","big-12"
"385",21,"Anthony Johnson",1997,13,0,-2.82981373405167,"College of Charleston","Non-Lottery","colonial"
"386",22,"Marc Jackson",1997,7,0,-2.99027459415338,"Temple","Non-Lottery","aac"
"387",23,"Tariq Abdul-Wahad",1997,6,0,-3.28404007791039,"San Jose State","Non-Lottery","mwc"
"388",24,"Adonal Foyle",1997,12,0,-3.66404708635988,"Colgate","Non-Lottery","patriot"
"389",25,"Jacque Vaughn",1997,12,0,-3.83478538858185,"Kansas","Non-Lottery","big-12"
"390",27,"Cedric Henderson",1997,5,0,-4.04900814589465,"Memphis","Non-Lottery","aac"
"391",28,"Chris Crawford",1997,7,0,-4.5686971945348,"Marquette","Non-Lottery","big-east"
"392",29,"Eric Washington",1997,2,0,-5.33329343645318,"Alabama","Non-Lottery","sec"
"393",30,"John Thomas",1997,5,0,-7.3971157984006,"Minnesota","Non-Lottery","big-ten"
"394",2,"Paul Pierce",1998,19,10,10.6936784378765,"Kansas","Top 3","big-12"
"395",3,"Vince Carter",1998,22,8,9.01946499370021,"UNC","Top 3","acc"
"396",4,"Antawn Jamison",1998,16,2,6.58314110719513,"UNC","Top 5","acc"
"397",6,"Mike Bibby",1998,14,0,5.07584849653499,"Arizona","Top 10","pac-12"
"398",7,"Cuttino Mobley",1998,11,0,3.75963699600488,"Rhode Island","Top 10","atlantic-10"
"399",9,"Ricky Davis",1998,12,0,2.9166146965764,"Iowa","Top 10","big-ten"
"400",10,"Larry Hughes",1998,13,0,2.91528561783279,"Saint Louis","Top 10","atlantic-10"
"401",11,"Matt Harpring",1998,11,0,1.62577965320956,"Georgia Tech","Lottery","acc"
"402",12,"Bonzi Wells",1998,10,0,1.44670454267063,"Ball State University","Lottery","mac"
"403",13,"Raef LaFrentz",1998,10,0,1.39934251186763,"Kansas","Lottery","big-12"
"404",14,"Jason Williams",1998,12,0,1.20941905265952,"Florida","Lottery","sec"
"405",15,"Rafer Alston",1998,11,0,1.06535157049444,"Fresno State","Non-Lottery","mwc"
"406",16,"Ruben Patterson",1998,10,0,0.832807259322284,"Cincinnati","Non-Lottery","aac"
"407",17,"Michael Dickerson",1998,5,0,0.07476331753775,"Arizona","Non-Lottery","pac-12"
"408",19,"Nazr Mohammed",1998,18,0,-1.40422825696075,"Kentucky","Non-Lottery","sec"
"409",20,"Tyronn Lue",1998,11,0,-1.47331390652314,"Nebraska","Non-Lottery","big-ten"
"410",21,"Keon Clark",1998,6,0,-1.49668785334853,"UNLV","Non-Lottery","mwc"
"411",22,"Pat Garrity",1998,10,0,-2.70003681268728,"Notre Dame","Non-Lottery","acc"
"412",23,"Brian Skinner",1998,14,0,-3.30098737856603,"Baylor","Non-Lottery","big-12"
"413",24,"Greg Buckner",1998,10,0,-3.35050902187778,"Clemson","Non-Lottery","acc"
"414",25,"Jahidi White",1998,7,0,-3.54320816923933,"Georgetown","Non-Lottery","big-east"
"415",26,"Shammond Williams",1998,7,0,-3.93148929575352,"UNC","Non-Lottery","acc"
"416",27,"Robert Traylor",1998,7,0,-4.51216830298249,"Michigan","Non-Lottery","big-ten"
"417",28,"Michael Doleac",1998,10,0,-4.5171997092168,"Utah","Non-Lottery","pac-12"
"418",29,"Ryan Bowen",1998,10,0,-5.4583726371335,"Iowa","Non-Lottery","big-ten"
"419",30,"Jerome James",1998,9,0,-5.76390249082758,"Florida A&M","Non-Lottery","meac"
"420",1,"Shawn Marion",1999,16,4,8.50206704778897,"UNLV","Top 3","mwc"
"421",2,"Elton Brand",1999,17,2,8.27292214285946,"Duke","Top 3","acc"
"422",3,"Steve Francis",1999,9,3,6.49174835154753,"Maryland","Top 3","big-ten"
"423",4,"Baron Davis",1999,13,2,6.34206139826042,"UCLA","Top 5","pac-12"
"424",5,"Andre Miller",1999,17,0,6.03915320979278,"Utah","Top 5","pac-12"
"425",6,"Lamar Odom",1999,14,0,5.84227859091641,"Rhode Island","Top 10","atlantic-10"
"426",7,"Jason Terry",1999,19,0,5.56693912213077,"Arizona","Top 10","pac-12"
"427",9,"Corey Maggette",1999,14,0,4.87876232403923,"Duke","Top 10","acc"
"428",10,"Metta World Peace",1999,17,1,4.61170460848487,"St. John's","Top 10","big-east"
"429",11,"Richard Hamilton",1999,14,3,4.37957260570603,"UConn","Lottery","aac"
"430",13,"Wally Szczerbiak",1999,10,1,2.73016486268624,"Miami University","Lottery","mac"
"431",14,"James Posey",1999,12,0,1.08015902645505,"Xavier","Lottery","big-east"
"432",15,"Kenny Thomas",1999,11,0,1.04587171839455,"New Mexico","Non-Lottery","mwc"
"433",16,"Jeff Foster",1999,13,0,-1.07171226762307,"Texas State University","Non-Lottery","sun-belt"
"434",18,"Jumaine Jones",1999,8,0,-2.67440157124666,"Georgia","Non-Lottery","sec"
"435",19,"Dion Glover",1999,6,0,-3.17771843573106,"Georgia Tech","Non-Lottery","acc"
"436",21,"Lee Nailon",1999,6,0,-3.5282636499295,"TCU","Non-Lottery","big-12"
"437",22,"Vonteego Cummings",1999,3,0,-4.65573594928989,"Pitt","Non-Lottery","acc"
"438",23,"Calvin Booth",1999,10,0,-4.67192094339277,"Penn State","Non-Lottery","big-ten"
"439",24,"Scott Padgett",1999,8,0,-4.67568468954993,"Kentucky","Non-Lottery","sec"
"440",25,"Francisco Elson",1999,9,0,-4.86598923671103,"California","Non-Lottery","pac-12"
"441",27,"Rodney Buford",1999,5,0,-5.44640909222917,"Creighton","Non-Lottery","big-east"
"442",28,"Trajan Langdon",1999,3,0,-5.52339774929285,"Duke","Non-Lottery","acc"
"443",29,"Michael Ruffin",1999,9,0,-7.25799848777721,"Tulsa","Non-Lottery","aac"
"444",30,"Quincy Lewis",1999,4,0,-7.49351104272597,"Minnesota","Non-Lottery","big-ten"
"445",1,"Michael Redd",2000,12,1,5.24331964353142,"Ohio State","Top 3","big-ten"
"446",2,"Jamal Crawford",2000,19,0,4.28523729210222,"Michigan","Top 3","big-ten"
"447",3,"Kenyon Martin",2000,15,1,3.30188022817267,"Cincinnati","Top 3","aac"
"448",5,"Mike Miller",2000,17,0,2.71796577146843,"Florida","Top 5","sec"
"449",6,"Desmond Mason",2000,10,0,1.06213185608963,"Oklahoma State","Top 10","big-12"
"450",7,"Morris Peterson",2000,11,0,0.464248576719475,"Michigan State","Top 10","big-ten"
"451",8,"Quentin Richardson",2000,13,0,0.0980622903710888,"DePaul","Top 10","big-east"
"452",9,"Jamaal Magloire",2000,12,1,-0.27701017663284,"Kentucky","Top 10","sec"
"453",10,"Speedy Claxton",2000,7,0,-0.509503582281098,"Hofstra","Top 10","colonial"
"454",12,"Stromile Swift",2000,9,0,-1.34743847850684,"LSU","Lottery","sec"
"455",15,"Joel Przybilla",2000,13,0,-2.43869888053855,"Minnesota","Non-Lottery","big-ten"
"456",16,"Chris Mihm",2000,8,0,-2.62294995019071,"Texas","Non-Lottery","big-12"
"457",17,"Keyon Dooling",2000,13,0,-2.788218960176,"Missouri","Non-Lottery","sec"
"458",18,"Eddie House",2000,11,0,-2.89404576571888,"Arizona State","Non-Lottery","pac-12"
"459",19,"Marcus Fizer",2000,6,0,-3.04539220777141,"Iowa State","Non-Lottery","big-12"
"460",20,"Eduardo Najera",2000,12,0,-3.06323889474807,"Oklahoma","Non-Lottery","big-12"
"461",22,"Etan Thomas",2000,9,0,-3.33974523848202,"Syracuse","Non-Lottery","acc"
"462",23,"Brian Cardinal",2000,12,0,-3.40440891665729,"Purdue","Non-Lottery","big-ten"
"463",24,"Courtney Alexander",2000,3,0,-3.86841017449481,"Fresno State","Non-Lottery","mwc"
"464",25,"Jason Hart",2000,9,0,-3.92680453878517,"Syracuse","Non-Lottery","acc"
"465",26,"DerMarr Johnson",2000,7,0,-4.37720699347882,"Cincinnati","Non-Lottery","aac"
"466",27,"Donnell Harvey",2000,5,0,-4.62617276525603,"Florida","Non-Lottery","sec"
"467",28,"Jake Voskuhl",2000,9,0,-4.63100537729291,"UConn","Non-Lottery","aac"
"468",30,"Mark Madsen",2000,9,0,-6.54675341199459,"Stanford","Non-Lottery","pac-12"
"469",2,"Gilbert Arenas",2001,11,3,7.54977544060352,"Arizona","Top 3","pac-12"
"470",3,"Zach Randolph",2001,17,2,6.97199909365219,"Michigan State","Top 3","big-ten"
"471",4,"Joe Johnson",2001,17,7,6.81314582405594,"Arkansas","Top 5","sec"
"472",6,"Richard Jefferson",2001,17,0,5.19905190430984,"Arizona","Top 10","pac-12"
"473",7,"Jason Richardson",2001,13,0,5.13586073373509,"Michigan State","Top 10","big-ten"
"474",8,"Gerald Wallace",2001,14,1,4.95047734182112,"Alabama","Top 10","sec"
"475",12,"Troy Murphy",2001,12,0,2.11031261316911,"Notre Dame","Lottery","acc"
"476",13,"Shane Battier",2001,13,0,1.655205289404,"Duke","Lottery","acc"
"477",14,"Samuel Dalembert",2001,13,0,0.73640950755656,"Seton Hall","Lottery","big-east"
"478",15,"Jamaal Tinsley",2001,11,0,0.336940076844792,"Iowa State","Non-Lottery","big-12"
"479",16,"Bobby Simmons",2001,10,0,-0.913186824892673,"DePaul","Non-Lottery","big-east"
"480",18,"Earl Watson",2001,13,0,-0.963374398460273,"UCLA","Non-Lottery","pac-12"
"481",19,"Brendan Haywood",2001,13,0,-1.77079267633687,"UNC","Non-Lottery","acc"
"482",21,"Trenton Hassell",2001,9,0,-3.06018994957101,"Austin Peay State University","Non-Lottery","ovc"
"483",22,"Eddie Griffin",2001,5,0,-3.34728467335636,"Seton Hall","Non-Lottery","big-east"
"484",23,"Jason Collins",2001,13,0,-3.65079955588887,"Stanford","Non-Lottery","pac-12"
"485",25,"Jarron Collins",2001,10,0,-4.37951027241134,"Stanford","Non-Lottery","pac-12"
"486",26,"Rodney White",2001,4,0,-4.96423947456651,"UNC Charlotte","Non-Lottery","cusa"
"487",27,"Steven Hunter",2001,8,0,-5.1557931636892,"DePaul","Non-Lottery","big-east"
"488",29,"Brian Scalabrine",2001,11,0,-5.85721497728428,"USC","Non-Lottery","pac-12"
"489",30,"Loren Woods",2001,6,0,-7.18035403165697,"Arizona","Non-Lottery","pac-12"
"490",2,"Carlos Boozer",2002,13,2,6.70356856124435,"Duke","Top 3","acc"
"491",4,"Caron Butler",2002,14,2,4.72745717082231,"UConn","Top 5","aac"
"492",7,"Mike Dunleavy",2002,15,0,2.57409468742981,"Duke","Top 10","acc"
"493",8,"Tayshaun Prince",2002,14,0,2.44227953013672,"Kentucky","Top 10","sec"
"494",9,"John Salmons",2002,13,0,1.57466454518894,"Miami (FL)","Top 10","acc"
"495",10,"Drew Gooden",2002,14,0,1.42775048548903,"Kansas","Top 10","big-12"
"496",11,"Matt Barnes",2002,14,0,-0.00125808065343939,"UCLA","Lottery","pac-12"
"497",12,"Chris Wilcox",2002,11,0,-0.624807835923313,"Maryland","Lottery","big-ten"
"498",15,"Rasual Butler",2002,13,0,-2.45732560310426,"La Salle","Non-Lottery","atlantic-10"
"499",16,"Darius Songaila",2002,8,0,-2.69703117011365,"Wake Forest","Non-Lottery","acc"
"500",17,"Juan Dixon",2002,7,0,-2.84551781469904,"Maryland","Non-Lottery","big-ten"
"501",18,"Fred Jones",2002,7,0,-2.85795315527767,"Oregon","Non-Lottery","pac-12"
"502",19,"Dan Dickau",2002,6,0,-3.23414928736458,"Gonzaga","Non-Lottery","wcc"
"503",21,"Jared Jeffries",2002,11,0,-3.68748130181985,"Indiana","Non-Lottery","big-ten"
"504",22,"Roger Mason",2002,10,0,-3.76061324759439,"Virginia","Non-Lottery","acc"
"505",23,"Dan Gadzuric",2002,10,0,-3.93169480423325,"UCLA","Non-Lottery","pac-12"
"506",26,"Melvin Ely",2002,9,0,-4.78138676921695,"Fresno State","Non-Lottery","mwc"
"507",27,"Kareem Rush",2002,7,0,-4.81471116351605,"Missouri","Non-Lottery","sec"
"508",28,"Dajuan Wagner",2002,4,0,-4.92471883338921,"Memphis","Non-Lottery","aac"
"509",29,"Casey Jacobsen",2002,4,0,-4.99970102077058,"Stanford","Non-Lottery","pac-12"
"510",2,"Dwyane Wade",2003,16,12,11.3487355163813,"Marquette","Top 3","big-east"
"511",3,"Carmelo Anthony",2003,17,10,9.7362966640662,"Syracuse","Top 3","acc"
"512",4,"Chris Bosh",2003,13,11,8.40293914034347,"Georgia Tech","Top 5","acc"
"513",5,"David West",2003,15,2,6.01478604361668,"Xavier","Top 5","big-east"
"514",6,"Mo Williams",2003,13,1,3.12901001374161,"Alabama","Top 10","sec"
"515",7,"Kirk Hinrich",2003,13,0,2.81685080427004,"Kansas","Top 10","big-12"
"516",8,"Josh Howard",2003,10,1,2.70057693413634,"Wake Forest","Top 10","acc"
"517",9,"Chris Kaman",2003,13,1,2.18619955472907,"Central Michigan University","Top 10","mac"
"518",11,"Kyle Korver",2003,17,1,1.09389763500579,"Creighton","Lottery","big-east"
"519",12,"T.J. Ford",2003,8,0,0.912888790988494,"Texas","Lottery","big-12"
"520",14,"Luke Ridnour",2003,12,0,0.519541059948182,"Oregon","Lottery","pac-12"
"521",16,"Nick Collison",2003,14,0,-0.41447378850219,"Kansas","Non-Lottery","big-12"
"522",18,"Steve Blake",2003,13,0,-1.37554493532076,"Maryland","Non-Lottery","big-ten"
"523",22,"Matt Bonner",2003,12,0,-2.53119968892303,"Florida","Non-Lottery","sec"
"524",23,"Willie Green",2003,12,0,-2.57117057349228,"Detroit Mercy","Non-Lottery","horizon"
"525",24,"Keith Bogans",2003,11,0,-2.70628705120437,"Kentucky","Non-Lottery","sec"
"526",25,"Luke Walton",2003,10,0,-3.30692351243901,"Arizona","Non-Lottery","pac-12"
"527",26,"Jarvis Hayes",2003,7,0,-3.38026899136935,"Georgia","Non-Lottery","sec"
"528",27,"James Jones",2003,14,0,-3.72710011932922,"Miami (FL)","Non-Lottery","acc"
"529",28,"Jason Kapono",2003,9,0,-3.87463977052909,"UCLA","Non-Lottery","pac-12"
"530",29,"Dahntay Jones",2003,13,0,-4.1047371166557,"Duke","Non-Lottery","acc"
"531",2,"Andre Iguodala",2004,16,1,6.37957633116817,"Arizona","Top 3","pac-12"
"532",5,"Luol Deng",2004,15,2,4.52979698094328,"Duke","Top 5","acc"
"533",6,"Kevin Martin",2004,12,0,4.52521867185672,"Western Carolina University","Top 10","southern"
"534",7,"Devin Harris",2004,15,1,3.42780086821073,"Wisconsin","Top 10","big-ten"
"535",8,"Emeka Okafor",2004,10,0,2.79386305894809,"UConn","Top 10","aac"
"536",9,"Ben Gordon",2004,11,0,2.54643523801631,"UConn","Top 10","aac"
"537",10,"Trevor Ariza",2004,16,0,2.30279073275615,"UCLA","Top 10","pac-12"
"538",11,"Jameer Nelson",2004,14,1,2.08373743503975,"Saint Joseph's","Lottery","atlantic-10"
"539",16,"Josh Childress",2004,8,0,-0.21275222858461,"Stanford","Non-Lottery","pac-12"
"540",17,"Delonte West",2004,8,0,-0.471255028470521,"Saint Joseph's","Non-Lottery","atlantic-10"
"541",18,"Tony Allen",2004,14,0,-0.490891446499731,"Oklahoma State","Non-Lottery","big-12"
"542",19,"Kris Humphries",2004,13,0,-0.918903774248755,"Minnesota","Non-Lottery","big-ten"
"543",21,"Chris Duhon",2004,9,0,-1.64503841222978,"Duke","Non-Lottery","acc"
"544",25,"Kirk Snyder",2004,4,0,-4.352820525391,"Nevada","Non-Lottery","mwc"
"545",28,"Bernard Robinson",2004,3,0,-6.33789775407524,"Michigan","Non-Lottery","big-ten"
"546",29,"Royal Ivey",2004,10,0,-6.38235092316764,"Texas","Non-Lottery","big-12"
"547",30,"Rafael Araujo",2004,3,0,-8.08593892414511,"BYU","Non-Lottery","wcc"
"548",1,"Chris Paul",2005,15,10,10.8689095555836,"Wake Forest","Top 3","acc"
"549",2,"Deron Williams",2005,12,3,6.8461115640848,"Illinois","Top 3","big-ten"
"550",3,"David Lee",2005,12,2,5.87479520890779,"Florida","Top 3","sec"
"551",5,"Danny Granger",2005,10,1,4.74408934894086,"New Mexico","Top 5","mwc"
"552",7,"Andrew Bogut",2005,14,0,3.07688958079004,"Utah","Top 10","pac-12"
"553",8,"Raymond Felton",2005,14,0,3.04310272960589,"UNC","Top 10","acc"
"554",10,"Marvin Williams",2005,15,0,1.76871677106498,"UNC","Top 10","acc"
"555",12,"Jarrett Jack",2005,13,0,1.1490769539487,"Georgia Tech","Lottery","acc"
"556",16,"Charlie Villanueva",2005,11,0,0.079004513751904,"UConn","Non-Lottery","aac"
"557",17,"Nate Robinson",2005,11,0,-0.0461745175884995,"Washington","Non-Lottery","pac-12"
"558",18,"Brandon Bass",2005,12,0,-0.1495927816128,"LSU","Non-Lottery","sec"
"559",19,"Channing Frye",2005,13,0,-0.165065362870363,"Arizona","Non-Lottery","pac-12"
"560",20,"Ryan Gomes",2005,8,0,-0.587673667364597,"Providence","Non-Lottery","big-east"
"561",22,"Hakim Warrick",2005,8,0,-1.19344373953797,"Syracuse","Non-Lottery","acc"
"562",23,"Francisco Garcia",2005,10,0,-1.68382801731039,"Louisville","Non-Lottery","acc"
"563",26,"Linas Kleiza",2005,7,0,-2.46152886679482,"Missouri","Non-Lottery","sec"
"564",27,"Luther Head",2005,6,0,-2.88092752051117,"Illinois","Non-Lottery","big-ten"
"565",28,"Ronny Turiaf",2005,10,0,-3.04909891516309,"Gonzaga","Non-Lottery","wcc"
"566",29,"Jason Maxiell",2005,10,0,-3.41233804637699,"Cincinnati","Non-Lottery","aac"
"567",1,"LaMarcus Aldridge",2006,14,7,8.04617386208275,"Texas","Top 3","big-12"
"568",2,"Kyle Lowry",2006,14,6,6.36676078116169,"Villanova","Top 3","big-east"
"569",3,"Paul Millsap",2006,14,4,5.8445618552491,"Louisiana Tech","Top 3","cusa"
"570",4,"Rudy Gay",2006,14,0,5.50851670320394,"UConn","Top 5","aac"
"571",5,"Rajon Rondo",2006,14,4,4.30134657199958,"Kentucky","Top 5","sec"
"572",6,"Brandon Roy",2006,6,3,3.89308300187973,"Washington","Top 10","pac-12"
"573",7,"J.J. Redick",2006,14,0,1.87805279197834,"Duke","Top 10","acc"
"574",9,"Randy Foye",2006,11,0,-0.576065121312108,"Villanova","Top 10","big-east"
"575",10,"P.J. Tucker",2006,9,0,-0.627097192509963,"Texas","Top 10","big-12"
"576",11,"Ronnie Brewer",2006,8,0,-0.842707738523356,"Arkansas","Lottery","sec"
"577",12,"Tyrus Thomas",2006,8,0,-1.34973403454738,"LSU","Lottery","sec"
"578",14,"Craig Smith",2006,6,0,-2.44785966771278,"Boston College","Lottery","acc"
"579",15,"Jordan Farmar",2006,10,0,-2.58493285733175,"UCLA","Non-Lottery","pac-12"
"580",16,"Daniel Gibson",2006,7,0,-2.95537833541479,"Texas","Non-Lottery","big-12"
"581",17,"Shannon Brown",2006,9,0,-3.30636427686986,"Michigan State","Non-Lottery","big-ten"
"582",18,"Leon Powe",2006,5,0,-3.83793533232315,"California","Non-Lottery","pac-12"
"583",20,"Steve Novak",2006,11,0,-4.7434400913642,"Marquette","Non-Lottery","big-east"
"584",21,"Shawne Williams",2006,7,0,-4.7555106645944,"Memphis","Non-Lottery","aac"
"585",22,"Shelden Williams",2006,6,0,-4.76915751017496,"Duke","Non-Lottery","acc"
"586",23,"Renaldo Balkman",2006,6,0,-5.0052560515908,"South Carolina","Non-Lottery","sec"
"587",24,"Ryan Hollins",2006,10,0,-5.18563762679516,"UCLA","Non-Lottery","pac-12"
"588",25,"Rodney Carney",2006,5,0,-5.18681000285744,"Memphis","Non-Lottery","aac"
"589",26,"Marcus Williams",2006,4,0,-5.77451938853727,"UConn","Non-Lottery","aac"
"590",27,"Adam Morrison",2006,3,0,-6.09817934972203,"Gonzaga","Non-Lottery","wcc"
"591",28,"Hilton Armstrong",2006,6,0,-6.5322005405093,"UConn","Non-Lottery","aac"
"592",29,"Solomon Jones",2006,8,0,-6.698856743171,"South Florida","Non-Lottery","aac"
"593",30,"Mardy Collins",2006,4,0,-6.80590213312186,"Temple","Non-Lottery","aac"
"594",1,"Kevin Durant",2007,12,10,12.0198040404107,"Texas","Top 3","big-12"
"595",3,"Al Horford",2007,13,5,5.33627640779202,"Florida","Top 3","sec"
"596",4,"Mike Conley",2007,13,0,4.66639237229098,"Ohio State","Top 5","big-ten"
"597",5,"Thaddeus Young",2007,13,0,3.34125972436695,"Georgia Tech","Top 5","acc"
"598",6,"Joakim Noah",2007,12,2,3.24266421320147,"Florida","Top 10","sec"
"599",7,"Jeff Green",2007,12,0,1.51970612293615,"Georgetown","Top 10","big-east"
"600",8,"Wilson Chandler",2007,12,0,1.46309423004462,"DePaul","Top 10","big-east"
"601",9,"Rodney Stuckey",2007,10,0,1.27378511662192,"Eastern Washington","Top 10","big-sky"
"602",10,"Carl Landry",2007,9,0,1.02503645251889,"Purdue","Top 10","big-ten"
"603",11,"Arron Afflalo",2007,11,0,0.835372080349065,"UCLA","Lottery","pac-12"
"604",12,"Spencer Hawes",2007,10,0,0.541602530279567,"Washington","Lottery","pac-12"
"605",13,"Ramon Sessions",2007,11,0,0.0857494960581295,"Nevada","Lottery","mwc"
"606",14,"Corey Brewer",2007,12,0,-0.574394345517372,"Florida","Lottery","sec"
"607",15,"Jared Dudley",2007,13,0,-0.606614158471928,"Boston College","Non-Lottery","acc"
"608",16,"Aaron Brooks",2007,10,0,-0.686966635909978,"Oregon","Non-Lottery","pac-12"
"609",17,"Nick Young",2007,12,0,-1.08460026983468,"USC","Non-Lottery","pac-12"
"610",20,"Al Thornton",2007,4,0,-1.21337570816098,"Florida State","Non-Lottery","acc"
"611",21,"Glen Davis",2007,8,0,-1.43197575173934,"LSU","Non-Lottery","sec"
